group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.32
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.32	0.63
isti	2	مِنَ		0.00	0.00	spread	0.63	0.95
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.95	1.26
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.26	1.58
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.58	1.88
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.92	2.38
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	2.42	3.44
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.48	5.10
1	0	يسٓۚ	يس	1.00	1.00	rec	7.86	8.68
1	1	وَٱلْقُرْءَانِ	وَالْقُرْآنِ	0.88	0.98	rec	12.36	13.60
1	2	ٱلْحَكِيمِ	الْحَكِيمِ	1.00	1.00	rec	13.66	15.30
2	0	إِنَّكَ	إِنَّكَ	1.00	1.00	rec	16.72	18.28
2	1	لَمِنَ	لَمِنَ	1.00	1.00	rec	18.40	18.80
2	2	ٱلْمُرْسَلِينَ	الْمُرْسَلِينَ	1.00	1.00	rec	18.84	20.20
3	0	عَلَىٰ	عَلَىٰ	1.00	1.00	rec	20.36	20.68
3	1	صِرَٰطٍۢ	صِرَاطٍ	1.00	1.00	rec	20.98	21.80
3	2	مُّسْتَقِيمٍۢ	مُسْتَقِيمٍ	1.00	0.98	rec	23.08	24.96
4	0	تَنزِيلَ	تَنْزِيلُ	1.00	1.00	rec	26.52	27.92
4	1	ٱلْعَزِيزِ	الْعَزِيزِ	1.00	1.00	rec	27.98	29.00
4	2	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	29.06	30.60
5	0	لِتُنذِرَ	لِتُنْذِرَ	1.00	1.00	rec	31.68	33.02
5	1	قَوْمًۭا	قَوْمًا	1.00	1.00	rec	33.24	33.72
5	2	مَّآ	مَا	1.00	0.98	rec	34.50	34.64
5	3	أُنذِرَ	أُنْذِرَ	1.00	1.00	rec	35.06	36.26
5	4	ءَابَآؤُهُمْ	آبَاؤُهُمْ	0.86	0.99	rec	36.44	38.90
5	5	فَهُمْ	فَهُمْ	1.00	1.00	rec	39.04	39.56
5	6	غَٰفِلُونَ	غَافِلُونَ	1.00	1.00	rec	39.68	41.68
6	0	لَقَدْ	لَقَدْ	1.00	1.00	rec	42.92	43.42
6	1	حَقَّ	حَقَّ	1.00	1.00	rec	43.58	44.00
6	2	ٱلْقَوْلُ	الْقَوْلُ	1.00	1.00	rec	44.08	44.88
6	3	عَلَىٰٓ	عَلَىٰ	1.00	1.00	rec	45.06	45.42
6	4	أَكْثَرِهِمْ	أَكْثَرِهِمْ	1.00	1.00	rec	45.80	46.88
6	5	فَهُمْ	فَهُمْ	1.00	1.00	rec	47.00	47.58
6	6	لَا	لَا	1.00	1.00	rec	47.70	47.82
6	7	يُؤْمِنُونَ	يُؤْمِنُونَ	1.00	1.00	rec	48.22	50.20
7	0	إِنَّا	إِنَّا	1.00	1.00	rec	51.30	52.38
7	1	جَعَلْنَا	جَعَلْنَا	1.00	1.00	rec	52.76	53.52
7	2	فِىٓ	فِي	1.00	1.00	rec	53.96	54.12
7	3	أَعْنَٰقِهِمْ	أَعْنَاقِهِمْ	1.00	1.00	rec	54.78	56.38
7	4	أَغْلَٰلًۭا	أَغْلَالًا	1.00	0.98	rec	56.50	57.52
7	5	فَهِىَ	فَهِيَ	1.00	1.00	rec	58.28	58.76
7	6	إِلَى	إِلَى	1.00	1.00	rec	58.88	59.16
7	7	ٱلْأَذْقَانِ	الْأَبْقَانِ	0.86	1.00	rec	59.20	60.46
7	8	فَهُم	فَهُمْ	1.00	1.00	rec	60.64	61.50
7	9	مُّقْمَحُونَ	مُقْمَحُونَ	1.00	1.00	rec	61.58	63.64
8	0	وَجَعَلْنَا	وَجَعَلْنَا	1.00	1.00	rec	64.90	65.78
8	1	مِنۢ	مِنْ	1.00	1.00	rec	66.26	67.54
8	2	بَيْنِ	بَيْنِ	1.00	1.00	rec	67.60	68.10
8	3	أَيْدِيهِمْ	أَيْدِيهِمْ	1.00	1.00	rec	68.22	69.30
8	4	سَدًّۭا	سُدًّا	1.00	1.00	rec	69.46	70.00
8	5	وَمِنْ	وَمِنْ	1.00	0.99	rec	70.78	71.30
8	6	خَلْفِهِمْ	خَلْفِهِمْ	1.00	1.00	rec	71.48	72.46
8	7	سَدًّۭا	سُدّ+دًا	0.75	0.86	rec	72.62	73.28
8	8	فَأَغْشَيْنَٰهُمْ	فَأَغْشَيْنَاهُمْ	1.00	0.97	rec	74.68	76.80
8	9	فَهُمْ	فَهُمْ	1.00	1.00	rec	76.94	77.54
8	10	لَا	لَا	1.00	1.00	rec	77.64	77.76
8	11	يُبْصِرُونَ	يُبْصِرُونَ	1.00	1.00	rec	78.12	80.22
9	0	وَسَوَآءٌ	وَسَوَاءٌ	1.00	1.00	rec	81.16	83.42
9	1	عَلَيْهِمْ	عَلَيْهِمْ	1.00	1.00	rec	83.84	84.98
9	2	ءَأَنذَرْتَهُمْ	أَأَنْذَرْتَهُمْ	0.88	0.96	rec	85.12	87.66
9	3	أَمْ	أَمْ	1.00	1.00	rec	87.76	88.08
9	4	لَمْ	لَمْ	1.00	1.00	rec	88.16	88.42
9	5	تُنذِرْهُمْ	تُنْذِرْهُمْ	1.00	1.00	rec	88.54	90.26
9	6	لَا	لَا	1.00	1.00	rec	90.36	90.48
9	7	يُؤْمِنُونَ	يُؤْمِنُونَ	1.00	1.00	rec	90.84	92.58
10	0	إِنَّمَا	إِنَّمَا	1.00	1.00	rec	93.72	94.86
10	1	تُنذِرُ	تُنْذِرُ	1.00	1.00	rec	95.26	96.32
10	2	مَنِ	مَنِ	1.00	1.00	rec	96.46	96.70
10	3	ٱتَّبَعَ	اتَّبَعَ	1.00	1.00	rec	96.76	97.44
10	4	ٱلذِّكْرَ	الذِّكْرَ	1.00	1.00	rec	97.52	98.22
10	5	وَخَشِىَ	وَخَشِيَ	1.00	0.97	rec	98.34	99.10
10	6	ٱلرَّحْمَٰنَ	الرَّحْمَـٰنَ	1.00	0.97	rec	99.16	100.24
10	7	بِٱلْغَيْبِۖ	بِالْغَيْبِ	1.00	1.00	rec	100.38	101.82
10	8	فَبَشِّرْهُ	فَبَشِّرْهُ	1.00	1.00	rec	102.72	103.72
10	9	بِمَغْفِرَةٍۢ	بِمَغْفِرَةٍ	1.00	1.00	rec	103.88	105.18
10	10	وَأَجْرٍۢ	وَأَجْرٍ	1.00	0.95	rec	105.96	106.66
10	11	كَرِيمٍ	كَرِيمٍ	1.00	1.00	rec	107.42	108.86
11	0	إِنَّا	إِنَّا	1.00	1.00	rec	109.78	110.82
11	1	نَحْنُ	نَحْنُ	1.00	1.00	rec	111.18	111.56
11	2	نُحْىِ	نُحْيِي	0.75	1.00	rec	111.72	112.18
11	3	ٱلْمَوْتَىٰ	الْمَوْتَىٰ	1.00	1.00	rec	112.26	113.08
11	4	وَنَكْتُبُ	وَنَكْتُبُ	1.00	1.00	rec	113.52	114.34
11	5	مَا	مَا	1.00	1.00	rec	114.52	114.64
11	6	قَدَّمُوا۟	قَدَّمُوا	1.00	1.00	rec	115.00	115.64
11	7	وَءَاثَٰرَهُمْۚ	وَآثَارَهُمْ	0.88	1.00	rec	115.92	117.80
11	8	وَكُلَّ	وَكُلَّ	1.00	1.00	rec	118.56	119.08
11	9	شَىْءٍ	شَيْءٍ	1.00	1.00	rec	119.26	119.76
11	10	أَحْصَيْنَٰهُ	أَحْصَيْنَاهُ	1.00	1.00	rec	120.14	121.56
11	11	فِىٓ	فِي	1.00	1.00	rec	121.80	121.96
11	12	إِمَامٍۢ	إِمَامٍ	1.00	1.00	rec	122.64	123.42
11	13	مُّبِينٍۢ	مُبِينٍ	1.00	1.00	rec	124.42	125.90
12	0	وَٱضْرِبْ	وَاضْرِبْ	1.00	1.00	rec	126.88	127.60
12	1	لَهُم	لَهُمْ	1.00	1.00	rec	127.66	128.78
12	2	مَّثَلًا	مَثَلًا	1.00	1.00	rec	128.84	129.34
