group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.32
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.32	0.63
isti	2	مِنَ		0.00	0.00	spread	0.63	0.95
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.95	1.26
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.26	1.58
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.58	1.82
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.84	2.30
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.97	rec	2.34	3.50
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.54	4.50
1	0	وَٱلسَّمَآءِ	وَالسَّمَاءِ	1.00	1.00	rec	5.54	7.70
1	1	ذَاتِ	ذَاتِ	1.00	1.00	rec	7.84	8.36
1	2	ٱلْبُرُوجِ	الْبُرُودِ	0.83	1.00	rec	8.40	9.38
2	0	وَٱلْيَوْمِ	وَالْيَوْمِ	1.00	1.00	rec	10.04	10.84
2	1	ٱلْمَوْعُودِ	الْمَوْعُودِ	1.00	1.00	rec	10.92	12.54
3	0	وَشَاهِدٍۢ	وَشَاهِدٍ	1.00	1.00	rec	13.14	14.18
3	1	وَمَشْهُودٍۢ	وَمَشْهُودٍ	1.00	1.00	rec	14.84	16.48
4	0	قُتِلَ	قُتِلَ	1.00	1.00	rec	17.18	17.62
4	1	أَصْحَٰبُ	أَصْحَابُ	1.00	1.00	rec	17.72	18.64
4	2	ٱلْأُخْدُودِ	الْأُخْدُودِ	1.00	1.00	rec	18.70	20.32
5	0	ٱلنَّارِ	النَّارِ	1.00	0.91	rec	21.20	22.46
5	1	ذَاتِ	ذَاتِ	1.00	1.00	rec	22.60	23.14
5	2	ٱلْوَقُودِ	الْوَقُودِ	1.00	1.00	rec	23.20	24.68
6	0	إِذْ	إِذْ	1.00	1.00	rec	25.34	25.64
6	1	هُمْ	هُمْ	1.00	1.00	rec	25.72	25.96
6	2	عَلَيْهَا	عَلَيْهَا	1.00	1.00	rec	26.04	26.78
6	3	قُعُودٌۭ	قُعُودٌ	1.00	1.00	rec	27.24	28.44
7	0	وَهُمْ	وَهُمْ	1.00	1.00	rec	29.06	29.60
7	1	عَلَىٰ	عَلَىٰ	1.00	1.00	rec	29.68	30.02
7	2	مَا	مَا	1.00	1.00	rec	30.34	30.46
7	3	يَفْعَلُونَ	يَفْعَلُونَ	1.00	1.00	rec	30.76	31.86
7	4	بِٱلْمُؤْمِنِينَ	بِالْمُؤْمِنِينَ	1.00	1.00	rec	32.00	33.34
7	5	شُهُودٌۭ	شُهُودٌ	1.00	1.00	rec	33.50	34.74
8	0	وَمَا	وَمَا	1.00	1.00	rec	35.50	35.84
8	1	نَقَمُوا۟	نَقَمُوا	1.00	1.00	rec	36.14	36.68
8	2	مِنْهُمْ	مِنْهُمْ	1.00	1.00	rec	36.98	37.68
8	3	إِلَّآ	إِلَّا	1.00	0.98	rec	37.78	38.32
8	4	أَن	أَنْ	1.00	1.00	rec	38.80	39.58
8	5	يُؤْمِنُوا۟	يُؤْمِنُوا	1.00	0.99	rec	39.62	40.26
8	6	بِٱللَّهِ	بِاللَّهِ	1.00	1.00	rec	40.52	41.32
8	7	ٱلْعَزِيزِ	الْعَزِيزِ	1.00	1.00	rec	41.36	42.50
8	8	ٱلْحَمِيدِ	الْحَمِيدِ	1.00	0.98	rec	42.56	44.04
9	0	ٱلَّذِى	الَّذِي	1.00	1.00	rec	44.98	45.46
9	1	لَهُۥ	لَهُ	1.00	1.00	rec	45.68	45.96
9	2	مُلْكُ	مُلْكُ	1.00	1.00	rec	46.36	46.76
9	3	ٱلسَّمَٰوَٰتِ	السَّمَعَوَاتِ	0.88	0.96	rec	46.84	48.12
9	4	وَٱلْأَرْضِۚ	وَالْأَرْضِ	1.00	1.00	rec	48.24	49.08
9	5	وَٱللَّهُ	وَاللَّهُ	1.00	1.00	rec	49.22	50.12
9	6	عَلَىٰ	عَلَىٰ	1.00	0.91	rec	50.30	50.62
9	7	كُلِّ	كُلِّ	1.00	1.00	rec	50.92	51.32
9	8	شَىْءٍۢ	شَيْءٍ	1.00	1.00	rec	51.50	51.96
9	9	شَهِيدٌ	شَهِيدٌ	1.00	1.00	rec	52.60	53.76
10	0	إِنَّ	إِنَّ	1.00	0.88	rec	54.56	55.40
10	1	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	55.44	56.18
10	2	فَتَنُوا۟	فَتَنُوا	1.00	1.00	rec	56.34	56.84
10	3	ٱلْمُؤْمِنِينَ	الْمُؤْمِنِينَ	1.00	1.00	rec	56.90	57.98
10	4	وَٱلْمُؤْمِنَٰتِ	وَالْمُؤْمِنَاتِ	1.00	1.00	rec	58.08	59.60
10	5	ثُمَّ	ثُمَّ	1.00	1.00	rec	59.80	60.72
10	6	لَمْ	لَمْ	1.00	1.00	rec	60.86	61.14
10	7	يَتُوبُوا۟	يَتُوبُوا	1.00	0.92	rec	61.24	62.00
10	8	فَلَهُمْ	فَلَهُمْ	1.00	0.98	rec	62.90	63.60
10	9	عَذَابُ	عَذَابُ	1.00	1.00	rec	63.68	64.42
10	10	جَهَنَّمَ	جَهَنَّمَ	1.00	1.00	rec	64.56	65.88
10	11	وَلَهُمْ	وَلَهُمْ	1.00	1.00	rec	66.00	66.64
10	12	عَذَابُ	عَذَابُ	1.00	1.00	rec	66.74	67.58
10	13	ٱلْحَرِيقِ	الْحَرِيقِ	1.00	0.99	rec	67.64	69.16
11	0	إِنَّ	إِنَّ	1.00	1.00	rec	69.88	70.96
11	1	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	71.00	71.68
11	2	ءَامَنُوا۟	آمَنُوا	0.83	0.97	rec	71.78	72.42
11	3	وَعَمِلُوا۟	وَعَمِلُوا	1.00	0.99	rec	72.62	73.26
11	4	ٱلصَّٰلِحَٰتِ	الصَّالِحَاتِ	1.00	1.00	rec	73.32	74.70
11	5	لَهُمْ	لَهُمْ	1.00	1.00	rec	74.80	75.26
11	6	جَنَّٰتٌۭ	جَنَّاتٍ	1.00	0.94	rec	75.38	77.42
11	7	تَجْرِى	تَجْرِي	1.00	1.00	rec	81.12	81.60
11	8	مِن	مِنْ	1.00	1.00	rec	81.90	82.46
11	9	تَحْتِهَا	تَحْتِهَا	1.00	1.00	rec	82.58	83.22
11	10	ٱلْأَنْهَٰرُۚ	الْأَنْهَارُ	1.00	1.00	rec	83.24	84.38
11	11	ذَٰلِكَ	ذَٰلِكَ	1.00	1.00	rec	84.54	85.22
11	12	ٱلْفَوْزُ	الْفَوْزُ	1.00	1.00	rec	85.26	86.26
11	13	ٱلْكَبِيرُ	الْكَبِيرُ	1.00	1.00	rec	86.32	87.86
12	0	إِنَّ	إِنَّ	1.00	1.00	rec	88.78	89.76
12	1	بَطْشَ		0.00	0.43	forced	89.92	90.56
12	2	رَبِّكَ	َبِّكَ	0.67	0.95	rec	91.04	91.54
12	3	لَشَدِيدٌ	لَشَدِيدٌ	1.00	1.00	rec	91.70	93.34
13	0	إِنَّهُۥ	إِنَّهُ	1.00	1.00	rec	94.22	95.58
13	1	هُوَ	هُوَ	1.00	1.00	rec	95.92	96.16
13	2	يُبْدِئُ	يُبْدِئُ	1.00	1.00	rec	96.32	96.96
13	3	وَيُعِيدُ	وَيُعِيدُ	1.00	0.95	rec	97.10	98.10
14	0	وَهُوَ	وَهْوَى	0.75	0.95	rec	98.24	98.68
14	1	ٱلْغَفُورُ	الْغَفُورُ	1.00	1.00	rec	98.72	99.72
14	2	ٱلْوَدُودُ	الْوَدُودُ	1.00	1.00	rec	99.78	100.94
15	0	ذُو	ذُو	1.00	1.00	rec	101.08	101.18
15	1	ٱلْعَرْشِ	الْعَرْشِ	1.00	0.93	rec	101.22	102.02
15	2	ٱلْمَجِيدُ	الْمَجِيدُ	1.00	0.94	rec	102.08	103.60
16	0	فَعَّالٌۭ	فَعَّالٌ	1.00	1.00	rec	104.60	105.58
16	1	لِّمَا	لِمَا	1.00	1.00	rec	105.88	106.22
16	2	يُرِيدُ	يُرِيدُ	1.00	1.00	rec	106.58	107.84
