group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.34
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.34	0.67
isti	2	مِنَ		0.00	0.00	spread	0.67	1.01
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	1.01	1.34
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.34	1.68
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.68	2.02
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	2.08	2.82
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	2.88	4.04
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	4.08	5.64
1	0	الٓرۚ	الر	1.00	0.97	rec	6.72	10.52
1	1	تِلْكَ	تِلْكَ	1.00	1.00	rec	11.58	11.96
1	2	ءَايَٰتُ	آيَاتُ	0.80	1.00	rec	12.10	12.92
1	3	ٱلْكِتَٰبِ	الْكِتَابِ	1.00	1.00	rec	12.98	14.04
1	4	ٱلْمُبِينِ	الْمُبِينِ	1.00	1.00	rec	14.10	15.78
2	0	إِنَّآ	إِنَّا	1.00	0.99	rec	16.54	17.48
2	1	أَنزَلْنَٰهُ	أَنْزَلْنَاهُ	1.00	0.96	rec	17.90	19.52
2	2	قُرْءَٰنًا	قُرْآنًا	0.83	0.99	rec	19.74	20.68
2	3	عَرَبِيًّۭا	عَرَبِيًّا	1.00	1.00	rec	20.96	21.82
2	4	لَّعَلَّكُمْ	لَعَلَّكُمْ	1.00	0.98	rec	22.08	23.20
2	5	تَعْقِلُونَ	قِلُونَ	0.67	1.00	rec	23.84	25.22
3	0	نَحْنُ	نَحْنُ	1.00	1.00	rec	26.18	26.56
3	1	نَقُصُّ	نَقُصُّ	1.00	1.00	rec	26.68	27.34
3	2	عَلَيْكَ	عَلَيْكَ	1.00	1.00	rec	27.50	28.26
3	3	أَحْسَنَ	أَحْسَنَ	1.00	1.00	rec	28.38	29.00
3	4	ٱلْقَصَصِ	الْقَصَصِ	1.00	1.00	rec	29.06	29.94
3	5	بِمَآ	بِمَا	1.00	1.00	rec	30.10	30.46
3	6	أَوْحَيْنَآ	أَوْحَيْنَا	1.00	1.00	rec	30.82	31.84
3	7	إِلَيْكَ	إِلَيْكَ	1.00	1.00	rec	32.48	33.14
3	8	هَٰذَا	هَـٰذَا	1.00	0.97	rec	33.30	33.94
3	9	ٱلْقُرْءَانَ	الْقُرْآنِ	0.86	0.96	rec	34.00	35.96
3	10	وَإِن	وَإِنْ	1.00	1.00	rec	41.68	42.44
3	11	كُنتَ	كُنْتَ	1.00	1.00	rec	42.56	43.50
3	12	مِن	مِنْ	1.00	1.00	rec	43.62	44.14
3	13	قَبْلِهِۦ	قَبْلِهِ	1.00	1.00	rec	44.26	44.98
3	14	لَمِنَ	لَمِنَ	1.00	1.00	rec	45.32	45.76
3	15	ٱلْغَٰفِلِينَ	الْغَافِلِينَ	1.00	1.00	rec	45.82	47.86
4	0	إِذْ	إِذْ	1.00	1.00	rec	48.84	49.02
4	1	قَالَ	قَالَ	1.00	1.00	rec	49.14	49.58
4	2	يُوسُفُ	يُوسُفُ	1.00	1.00	rec	49.70	50.56
4	3	لِأَبِيهِ	لِأَبِيهِ	1.00	1.00	rec	50.72	51.70
4	4	يَٰٓأَبَتِ	يَا+أَبْتِ	1.00	0.98	rec	51.96	52.98
4	5	إِنِّى	إِنِّي	1.00	1.00	rec	53.12	53.92
4	6	رَأَيْتُ	رَأَيْتُ	1.00	1.00	rec	54.36	55.24
4	7	أَحَدَ	أَحَدَ	1.00	0.94	rec	55.38	55.92
4	8	عَشَرَ	عَشَرَ	1.00	1.00	rec	56.06	56.56
