group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.34
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.34	0.69
isti	2	مِنَ		0.00	0.00	spread	0.69	1.03
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	1.03	1.38
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.38	1.72
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.72	1.98
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	2.00	2.46
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	2.48	3.50
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.54	4.84
1	0	إِذَا	إِذَا	1.00	0.99	rec	5.58	5.82
1	1	ٱلشَّمْسُ	الشَّمْسُ	1.00	0.99	rec	5.86	6.48
1	2	كُوِّرَتْ	كُوِّرَتْ	1.00	1.00	rec	6.72	7.64
2	0	وَإِذَا	وَإِذَا	1.00	1.00	rec	8.56	9.04
2	1	ٱلنُّجُومُ	النُّجُومُ	1.00	1.00	rec	9.08	10.52
2	2	ٱنكَدَرَتْ	انْكَدَرَتْ	1.00	0.99	rec	10.58	11.88
3	0	وَإِذَا	وَإِذَا	1.00	0.94	rec	11.94	12.38
3	1	ٱلْجِبَالُ	الْجِبَالُ	1.00	1.00	rec	12.42	13.34
3	2	سُيِّرَتْ	سُيِّرَتْ	1.00	1.00	rec	13.54	14.46
4	0	وَإِذَا	وَإِذَا	1.00	1.00	rec	14.52	14.96
4	1	ٱلْعِشَارُ	الْعِشَارُ	1.00	1.00	rec	15.00	15.96
4	2	عُطِّلَتْ	عُطِّلَتْ	1.00	1.00	rec	16.10	16.96
5	0	وَإِذَا	وَإِذَا	1.00	1.00	rec	17.68	18.14
5	1	ٱلْوُحُوشُ	الْوُحُوشُ	1.00	1.00	rec	18.18	19.20
5	2	حُشِرَتْ	حُشِرَتْ	1.00	1.00	rec	19.38	20.18
