group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.32
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.32	0.63
isti	2	مِنَ		0.00	0.00	spread	0.63	0.95
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.95	1.26
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.26	1.58
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.58	1.92
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.96	2.52
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	2.56	3.54
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.58	4.96
1	0	حۭمٓۚ	حم	1.00	1.00	rec	6.80	7.44
1	1	تَنزِيلُ	تَنْزِيلُ	1.00	1.00	rec	10.68	11.84
1	2	ٱلْكِتَٰبِ	الْكِتَابِ	1.00	1.00	rec	11.90	12.82
1	3	مِنَ	مِنَ	1.00	1.00	rec	12.92	13.14
1	4	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	13.18	13.86
1	5	ٱلْعَزِيزِ	الْعَزِيزِ	1.00	1.00	rec	13.90	14.88
1	6	ٱلْحَكِيمِ	الْحَكِيمِ	1.00	1.00	rec	14.94	16.56
2	0	مَا	مَا	1.00	1.00	rec	17.80	17.92
2	1	خَلَقْنَا	خَلَقْنَا	1.00	1.00	rec	18.16	18.78
2	2	ٱلسَّمَٰوَٰتِ	السَّمَاوَاتِ	1.00	1.00	rec	18.82	19.92
2	3	وَٱلْأَرْضَ	وَالْأَرْضَ	1.00	1.00	rec	20.02	20.76
2	4	وَمَا	وَمَا	1.00	0.95	rec	20.86	21.18
2	5	بَيْنَهُمَآ	بَيْنَهُمَا	1.00	1.00	rec	21.46	22.30
2	6	إِلَّا	إِلَّا	1.00	1.00	rec	22.62	23.06
2	7	بِٱلْحَقِّ	بِالْحَقِّ	1.00	1.00	rec	23.30	24.10
2	8	وَأَجَلٍۢ	وَأَجَلٍ	1.00	1.00	rec	24.20	24.76
2	9	مُّسَمًّۭىۚ	مُسَمًّى	1.00	1.00	rec	25.30	26.42
2	10	وَٱلَّذِينَ	وَالَّذِينَ	1.00	1.00	rec	27.66	28.40
2	11	كَفَرُوا۟	كَفَرُوا	1.00	1.00	rec	28.56	29.06
2	12	عَمَّآ	عَمَّا	1.00	1.00	rec	29.30	30.04
2	13	أُنذِرُوا۟	أُنْذِرُوا	1.00	1.00	rec	30.34	31.22
2	14	مُعْرِضُونَ	مُعْرِضُونَ	1.00	1.00	rec	31.50	33.06
3	0	قُلْ	قُلْ	1.00	1.00	rec	34.10	34.30
3	1	أَرَءَيْتُم	أَرَأَيْتُمْ	0.83	1.00	rec	34.36	35.80
3	2	مَّا	مَا	1.00	1.00	rec	35.86	35.98
3	3	تَدْعُونَ	تَدْعُونَ	1.00	1.00	rec	36.32	37.04
3	4	مِن	مِنْ	1.00	1.00	rec	37.16	37.84
3	5	دُونِ	دُونِ	1.00	1.00	rec	37.94	38.40
3	6	ٱللَّهِ	اللَّهِ	1.00	0.98	rec	38.44	39.20
3	7	أَرُونِى	أَرُونِي	0.80	1.00	rec	39.38	40.06
3	8	مَاذَا	مَعَذَا	0.75	0.98	rec	40.32	40.82
3	9	خَلَقُوا۟	خَلَقُوا	1.00	1.00	rec	41.14	41.70
3	10	مِنَ	مِنَ	1.00	1.00	rec	41.98	42.20
3	11	ٱلْأَرْضِ	الْأَرْضِ	1.00	1.00	rec	42.26	42.98
3	12	أَمْ	أَمْ	1.00	1.00	rec	43.12	43.38
3	13	لَهُمْ	لَهُمْ	1.00	1.00	rec	43.46	43.90
3	14	شِرْكٌۭ	شِرْكٌ	1.00	1.00	rec	44.04	44.50
3	15	فِى	فِي	0.50	1.00	rec	45.22	45.34
3	16	ٱلسَّمَٰوَٰتِۖ	السَّمَاوَاتِ	1.00	1.00	rec	45.38	47.10
3	17	ٱئْتُونِى	ايتُونِي	0.67	0.99	rec	47.94	48.94
3	18	بِكِتَٰبٍۢ	بِكِتَابٍ	1.00	1.00	rec	49.24	50.22
3	19	مِّن	مِنْ	1.00	1.00	rec	50.86	51.58
3	20	قَبْلِ	قَبْلِ	1.00	1.00	rec	51.68	52.16
3	21	هَٰذَآ	هَـٰذَا	1.00	0.99	rec	52.30	52.88
3	22	أَوْ	أَوْ	1.00	1.00	rec	53.34	53.62
3	23	أَثَٰرَةٍۢ	أَثَارَةٍ	1.00	1.00	rec	53.70	54.64
3	24	مِّنْ	مِنْ	1.00	1.00	rec	55.24	55.52
3	25	عِلْمٍ	عِلْمٍ	1.00	1.00	rec	55.60	56.06
3	26	إِن	إِنْ	1.00	1.00	rec	56.44	57.16
3	27	كُنتُمْ	كُنْتُمْ	1.00	1.00	rec	57.28	58.38
3	28	صَٰدِقِينَ	صَادِقِينَ	1.00	1.00	rec	58.50	60.34
4	0	وَمَنْ	وَمَنْ	1.00	1.00	rec	61.52	62.00
4	1	أَضَلُّ	أَضَلُّ	1.00	1.00	rec	62.06	62.70
4	2	مِمَّن	مِمَّنْ	1.00	1.00	rec	62.84	64.22
4	3	يَدْعُوا۟	يَدْعُو	0.80	0.95	rec	64.28	64.76
4	4	مِن	مِنْ	1.00	1.00	rec	65.06	65.82
4	5	دُونِ	دُونِ	1.00	1.00	rec	65.92	66.40
4	6	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	66.46	67.12
4	7	مَن	مَنْ	1.00	1.00	rec	67.28	67.54
4	8	لَّا	لَا	1.00	1.00	rec	67.62	67.74
4	9	يَسْتَجِيبُ	يَسْتَجِيبُ	1.00	1.00	rec	68.00	69.08
4	10	لَهُۥٓ	لَهُ	0.67	1.00	rec	69.26	69.58
4	11	إِلَىٰ	إِلَىٰ	1.00	1.00	rec	70.28	70.60
4	12	يَوْمِ	يَوْمِ	1.00	1.00	rec	70.88	71.32
4	13	ٱلْقِيَٰمَةِ	الْقِيَامَةِ	1.00	1.00	rec	71.38	72.48
4	14	وَهُمْ	وَهُمْ	1.00	1.00	rec	73.36	73.84
4	15	عَن	عَنْ	1.00	1.00	rec	73.94	74.56
4	16	دُعَآئِهِمْ	دُعَائِهِمْ	1.00	1.00	rec	74.64	76.74
4	17	غَٰفِلُونَ	غَافِلُونَ	1.00	1.00	rec	76.86	78.48
5	0	وَإِذَا	وَإِذَا	1.00	1.00	rec	79.38	79.84
5	1	حُشِرَ	حُشِرَ	1.00	1.00	rec	80.08	80.54
5	2	ٱلنَّاسُ	النَّاسُ	1.00	1.00	rec	80.62	81.66
5	3	كَانُوا۟	كَانُوا	1.00	1.00	rec	81.86	82.34
5	4	لَهُمْ	لَهُمْ	1.00	1.00	rec	82.60	83.10
5	5	أَعْدَآءًۭ	أَعْدَاءً	1.00	1.00	rec	83.20	85.00
5	6	وَكَانُوا۟	وَكَانُوا	1.00	1.00	rec	85.58	86.36
5	7	بِعِبَادَتِهِمْ	بِعِبَادَتِهِمْ	1.00	1.00	rec	86.62	88.28
5	8	كَٰفِرِينَ	كَافِرِينَ	1.00	1.00	rec	88.44	90.08
6	0	وَإِذَا	وَإِذَا	1.00	1.00	rec	91.08	91.54
6	1	تُتْلَىٰ	تُتْلَىٰ	1.00	1.00	rec	91.82	92.26
6	2	عَلَيْهِمْ	عَلَيْهِمْ	1.00	1.00	rec	92.50	93.34
6	3	ءَايَٰتُنَا	آيَاتُنَا	0.86	1.00	rec	93.44	94.48
6	4	بَيِّنَٰتٍۢ	بَيِّنَاتٍ	1.00	1.00	rec	94.68	95.70
6	5	قَالَ	قَالَ	1.00	0.91	rec	96.42	96.86
6	6	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	96.92	97.66
6	7	كَفَرُوا۟	كَفَرُوا	1.00	1.00	rec	97.82	98.30
6	8	لِلْحَقِّ	لِلْحَقِّ	1.00	1.00	rec	98.52	99.30
6	9	لَمَّا	لَمَّا	1.00	1.00	rec	99.40	100.18
6	10	جَآءَهُمْ	جَاءَهُمْ	1.00	1.00	rec	100.52	102.16
6	11	هَٰذَا	هَـٰذَا	1.00	1.00	rec	102.26	102.76
