group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.22
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.22	0.45
isti	2	مِنَ		0.00	0.00	spread	0.45	0.67
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.67	0.90
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.90	1.12
header	0	بِسۡمِ	بِسْمِ	1.00	0.94	rec	1.12	1.48
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.52	2.24
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.98	rec	2.30	3.44
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.50	5.42
1	0	طسٓۚ	طس	1.00	1.00	rec	6.70	7.50
1	1	تِلْكَ	تِلْكَ	1.00	1.00	rec	10.42	10.82
1	2	ءَايَٰتُ	آيَاتُ	0.80	1.00	rec	10.94	11.82
1	3	ٱلْقُرْءَانِ	الْقُرْآنِ	0.86	1.00	rec	11.88	12.98
1	4	وَكِتَابٍۢ	وَكِتَابٍ	1.00	0.99	rec	13.12	14.12
1	5	مُّبِينٍ	مُبِينٍ	1.00	1.00	rec	14.94	16.58
2	0	هُدًۭى	هُدًى	1.00	0.95	rec	17.64	17.94
2	1	وَبُشْرَىٰ	وَبُشْرَىٰ	1.00	1.00	rec	18.68	19.44
2	2	لِلْمُؤْمِنِينَ	لِلْمُؤْمِنِينَ	1.00	1.00	rec	19.74	22.20
3	0	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	23.22	24.06
3	1	يُقِيمُونَ	يُقِيمُونَ	1.00	1.00	rec	24.18	25.40
3	2	ٱلصَّلَوٰةَ	الصَّلَاةَ	0.86	0.94	rec	25.44	26.42
3	3	وَيُؤْتُونَ	وَيُؤ+ئْتُونَ	0.86	0.82	rec	26.56	27.72
3	4	ٱلزَّكَوٰةَ	الزَّكَاةَ	0.86	0.99	rec	27.78	28.80
3	5	وَهُم	وَهُمْ	1.00	1.00	rec	28.92	29.82
3	6	بِٱلْءَاخِرَةِ	بِالْآخِرَةِ	0.88	1.00	rec	29.90	31.34
3	7	هُمْ	هُمْ	1.00	1.00	rec	31.50	31.82
3	8	يُوقِنُونَ	يُوقِنُونَ	1.00	1.00	rec	31.90	33.90
4	0	إِنَّ	إِنَّ	1.00	0.92	rec	35.24	36.10
4	1	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	36.16	36.90
4	2	لَا	لَا	1.00	1.00	rec	37.04	37.16
4	3	يُؤْمِنُونَ	يُؤْمِنُونَ	1.00	1.00	rec	37.56	38.62
4	4	بِٱلْءَاخِرَةِ	بِالْآخِرَةِ	0.88	1.00	rec	38.74	40.22
4	5	زَيَّنَّا	زَيَّنَّا	1.00	1.00	rec	40.34	41.70
4	6	لَهُمْ	لَهُمْ	1.00	1.00	rec	42.08	42.60
4	7	أَعْمَٰلَهُمْ	أَعْمَالَهُمْ	1.00	1.00	rec	42.74	44.04
4	8	فَهُمْ	فَهُمْ	1.00	1.00	rec	44.16	44.72
4	9	يَعْمَهُونَ	يَعْمَهُونَ	1.00	1.00	rec	44.86	46.94
5	0	أُو۟لَٰٓئِكَ	أُولَـٰئِكَ	1.00	1.00	rec	48.26	50.36
5	1	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	50.42	51.26
5	2	لَهُمْ	لَهُمْ	1.00	1.00	rec	51.38	51.86
5	3	سُوٓءُ	سُوءُ	1.00	1.00	rec	52.02	53.54
5	4	ٱلْعَذَابِ	الْعَذَابِ	1.00	1.00	rec	53.62	54.60
