group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.26
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.26	0.52
isti	2	مِنَ		0.00	0.00	spread	0.52	0.78
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.78	1.04
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.04	1.30
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.30	1.54
header	1	ٱللَّهِ	اللَّهِ	1.00	0.98	rec	1.58	2.04
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	2.08	3.10
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.14	4.72
1	0	الٓرۚ	الر	1.00	1.00	rec	5.64	9.06
1	1	تِلْكَ	تِلْكَ	1.00	1.00	rec	10.48	10.90
1	2	ءَايَٰتُ	آيَاتُ	0.80	1.00	rec	11.02	11.82
1	3	ٱلْكِتَٰبِ	الْكِتَابِ	1.00	1.00	rec	11.88	12.74
1	4	ٱلْحَكِيمِ	الْحَكِيمِ	1.00	1.00	rec	12.78	14.26
2	0	أَكَانَ	أَكَانَ	1.00	1.00	rec	15.80	16.40
2	1	لِلنَّاسِ	لِلنَّاسِ	1.00	1.00	rec	16.50	17.66
2	2	عَجَبًا	عَجَبًا	1.00	1.00	rec	17.78	18.28
2	3	أَنْ	أَنْ	1.00	1.00	rec	18.60	18.88
2	4	أَوْحَيْنَآ	أَوْحَيْنَا	1.00	1.00	rec	18.98	19.80
2	5	إِلَىٰ	إِلَىٰ	1.00	1.00	rec	20.32	20.62
2	6	رَجُلٍۢ	رَجُلٍ	1.00	1.00	rec	20.82	21.22
2	7	مِّنْهُمْ	مِنْهُمْ	1.00	1.00	rec	21.78	22.40
2	8	أَنْ	أَنْ	1.00	1.00	rec	22.52	22.80
2	9	أَنذِرِ	أَنْذِرِ	1.00	0.99	rec	22.88	23.84
2	10	ٱلنَّاسَ	النَّاسِ	1.00	1.00	rec	23.90	25.44
2	11	وَبَشِّرِ	وَبَشِّرِ	1.00	0.94	rec	29.10	29.88
2	12	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	29.94	30.68
2	13	ءَامَنُوٓا۟	آمَنُوا	0.83	1.00	rec	30.82	31.44
2	14	أَنَّ	أَنَّ	1.00	1.00	rec	31.92	32.68
2	15	لَهُمْ	لَهُمْ	1.00	0.97	rec	32.80	33.24
2	16	قَدَمَ	قَدَمَ	1.00	1.00	rec	33.40	33.84
2	17	صِدْقٍ	صِدْقٍ	1.00	1.00	rec	34.02	34.52
2	18	عِندَ	عِنْدَ	1.00	1.00	rec	34.86	35.78
2	19	رَبِّهِمْۗ	رَبِّهِمْ	1.00	1.00	rec	35.92	36.80
2	20	قَالَ	قَالَ	1.00	1.00	rec	37.98	38.46
2	21	ٱلْكَٰفِرُونَ	الْكَافِرُونَ	1.00	1.00	rec	38.52	39.70
2	22	إِنَّ	إِنَّ	1.00	0.96	rec	39.84	40.64
2	23	هَٰذَا	هَـٰذَا	1.00	1.00	rec	40.78	41.32
2	24	لَسَٰحِرٌۭ	لَسِحْرٌ	0.80	1.00	rec	41.56	42.24
2	25	مُّبِينٌ	مُبِينٌ	1.00	1.00	rec	43.06	44.48
3	0	إِنَّ	إِنَّ	1.00	1.00	rec	45.58	46.56
3	1	رَبَّكُمُ	رَبَّكُمُ	1.00	1.00	rec	46.70	47.60
3	2	ٱللَّهُ	اللَّهُ	1.00	1.00	rec	47.68	48.52
3	3	ٱلَّذِى	الَّذِي	0.75	0.96	rec	48.58	49.12
3	4	خَلَقَ	خَلَقَ	1.00	0.97	rec	49.38	49.86
3	5	ٱلسَّمَٰوَٰتِ	السَّمَاوَاتِ	1.00	1.00	rec	49.92	51.32
3	6	وَٱلْأَرْضَ	وَالْأَرْضَ	1.00	1.00	rec	51.40	52.16
3	7	فِى	فِي	0.50	1.00	rec	52.36	52.50
