group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.26
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.26	0.52
isti	2	مِنَ		0.00	0.00	spread	0.52	0.78
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.78	1.04
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.04	1.30
header	0	بِسۡمِ	بِسْمِ	1.00	0.95	rec	1.30	1.54
header	1	ٱللَّهِ	اللَّهِ	1.00	0.88	rec	1.58	1.96
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.87	rec	2.00	2.88
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	0.89	rec	2.92	4.56
1	0	قُلْ	قُلْ	1.00	0.99	rec	5.36	5.66
1	1	هُوَ	هُوَ	1.00	1.00	rec	5.72	5.96
1	2	ٱللَّهُ	اللَّهُ	1.00	1.00	rec	6.00	7.00
1	3	أَحَدٌ	أَحَدٌ	1.00	0.98	rec	7.16	7.64
2	0	ٱللَّهُ	اللَّهُ	1.00	0.97	rec	8.36	9.18
2	1	ٱلصَّمَدُ	الصَّمَدُ	1.00	0.98	rec	9.24	9.96
3	0	لَمْ	لَمْ	1.00	1.00	rec	10.80	11.06
3	1	يَلِدْ	يَلِدْ	1.00	1.00	rec	11.14	11.54
3	2	وَلَمْ	وَلَمْ	1.00	1.00	rec	11.60	12.14
3	3	يُولَدْ	يُولَدْ	1.00	1.00	rec	12.22	12.88
4	0	وَلَمْ	وَلَمْ	1.00	0.92	rec	12.96	13.44
4	1	يَكُن	يَكُنْ	1.00	1.00	rec	13.54	14.14
4	2	لَّهُۥ	لَهُ	0.67	1.00	rec	14.20	14.50
4	3	كُفُوًا	كُفُوئًا	0.80	0.90	rec	14.96	15.62
4	4	أَحَدٌۢ	أَحَدٌ	1.00	1.00	rec	16.00	16.58
