group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.25
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.25	0.50
isti	2	مِنَ		0.00	0.00	spread	0.50	0.74
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.74	0.99
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.99	1.24
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.24	1.50
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.54	2.02
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	2.06	2.96
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.00	4.40
1	0	إِذَا	إِذَا	1.00	1.00	rec	5.26	5.50
1	1	ٱلسَّمَآءُ	السَّمَاءُ	1.00	1.00	rec	5.54	7.40
1	2	ٱنفَطَرَتْ	انْفَطَرَتْ	1.00	0.98	rec	7.46	9.02
2	0	وَإِذَا	وَإِذَا	1.00	1.00	rec	9.78	10.14
2	1	ٱلْكَوَاكِبُ	الْكَوَاكِبُ	1.00	1.00	rec	10.16	11.24
2	2	ٱنتَثَرَتْ	انْتَثَرَتْ	1.00	1.00	rec	11.32	12.76
3	0	وَإِذَا	وَإِذَا	1.00	1.00	rec	13.40	13.74
3	1	ٱلْبِحَارُ	الْبِحَارُ	1.00	1.00	rec	13.78	14.58
3	2	فُجِّرَتْ	فُجِّرَتْ	1.00	1.00	rec	14.74	15.54
4	0	وَإِذَا	وَإِذَا	1.00	1.00	rec	15.60	16.02
4	1	ٱلْقُبُورُ	الْقُبُورُ	1.00	1.00	rec	16.06	16.90
4	2	بُعْثِرَتْ	بُعْثِرَتْ	1.00	1.00	rec	17.04	17.88
5	0	عَلِمَتْ	عَلِمَتْ	1.00	1.00	rec	17.96	18.62
5	1	نَفْسٌۭ	نَفْسٌ	1.00	1.00	rec	18.70	19.08
5	2	مَّا	مَا	1.00	0.95	rec	19.98	20.10
5	3	قَدَّمَتْ	قَدَّمَتْ	1.00	1.00	rec	20.46	21.22
5	4	وَأَخَّرَتْ	وَأَخَّرَتْ	1.00	0.98	rec	21.28	22.30
6	0	يَٰٓأَيُّهَا	يَا+أَيُّهَا	1.00	1.00	rec	23.24	24.34
6	1	ٱلْإِنسَٰنُ	الْإِنْسَانُ	1.00	1.00	rec	24.38	26.06
6	2	مَا	مَع	0.50	0.96	rec	26.22	26.38
6	3	غَرَّكَ	غَرَّكَ	1.00	0.99	rec	26.64	27.30
6	4	بِرَبِّكَ	بِرَبِّكَ	1.00	1.00	rec	27.42	28.20
6	5	ٱلْكَرِيمِ	الْكَرِيمِ	1.00	1.00	rec	28.24	29.64
7	0	ٱلَّذِى	الَّذِي	1.00	1.00	rec	30.22	30.80
7	1	خَلَقَكَ	خَلَقَكَ	1.00	1.00	rec	31.24	32.06
7	2	فَسَوَّىٰكَ	فَسَوَّعكَ	0.67	1.00	rec	32.20	33.50
7	3	فَعَدَلَكَ	فَعَدَّلَكَ	1.00	1.00	rec	33.68	34.92
8	0	فِىٓ	فِي	1.00	1.00	rec	35.16	35.32
8	1	أَىِّ	أَيِّ	1.00	1.00	rec	35.98	36.44
8	2	صُورَةٍۢ	صُورَةٍ	1.00	1.00	rec	36.60	37.30
8	3	مَّا	مَعَ	0.50	0.96	rec	38.14	38.44
8	4	شَآءَ	شَاءَ	1.00	1.00	rec	38.66	40.46
8	5	رَكَّبَكَ	رَكَّبَكَ	1.00	1.00	rec	40.56	41.52
9	0	كَلَّا	كَلَّا	1.00	0.99	rec	42.10	42.58
9	1	بَلْ	بَلْ	1.00	1.00	rec	42.88	43.14
9	2	تُكَذِّبُونَ	تُكَذِّبُونَ	1.00	1.00	rec	43.24	44.42
9	3	بِٱلدِّينِ	بِالدِّينِ	1.00	1.00	rec	44.54	46.12
10	0	وَإِنَّ	وَإِنَّ	1.00	1.00	rec	46.80	47.86
10	1	عَلَيْكُمْ	عَلَيْكُمْ	1.00	1.00	rec	48.00	49.10
10	2	لَحَٰفِظِينَ	لَحَافِظِينَ	1.00	1.00	rec	49.18	50.58
11	0	كِرَامًۭا	كِرَامًا	1.00	1.00	rec	50.78	51.58
11	1	كَٰتِبِينَ	كَاتِبِينَ	1.00	1.00	rec	52.36	53.54
12	0	يَعْلَمُونَ	يَعْلَمُونَ	1.00	1.00	rec	53.68	54.76
12	1	مَا	مَا	1.00	1.00	rec	54.90	55.02
12	2	تَفْعَلُونَ	تَفْعَلُونَ	1.00	1.00	rec	55.44	57.24
13	0	إِنَّ	إِنَّ	1.00	1.00	rec	57.94	58.80
13	1	ٱلْأَبْرَارَ	الْأَبْرَارَ	1.00	1.00	rec	58.86	59.98
13	2	لَفِى	لَفِي	1.00	1.00	rec	60.10	60.46
13	3	نَعِيمٍۢ	نَعِيمٍ	1.00	1.00	rec	60.72	61.80
14	0	وَإِنَّ	وَإِنَّ	1.00	0.99	rec	62.38	63.52
14	1	ٱلْفُجَّارَ	الْفُجَّارَ	1.00	0.98	rec	63.58	64.76
14	2	لَفِى	لَفِي	1.00	1.00	rec	64.88	65.30
14	3	جَحِيمٍۢ	دَحِيمٍ	0.75	0.99	rec	65.64	66.82
15	0	يَصْلَوْنَهَا	يَصْلَوْنَهَا	1.00	1.00	rec	67.48	68.66
15	1	يَوْمَ	يَوْمَ	1.00	1.00	rec	68.98	69.40
15	2	ٱلدِّينِ	الدِّينِ	1.00	1.00	rec	69.48	70.86
16	0	وَمَا	وَمَا	1.00	1.00	rec	71.52	71.82
16	1	هُمْ	هُمْ	1.00	1.00	rec	72.12	72.42
16	2	عَنْهَا	عَنْهَا	1.00	1.00	rec	72.50	72.98
16	3	بِغَآئِبِينَ	بِغَائِبِينَ	1.00	1.00	rec	73.30	76.38
17	0	وَمَآ	وَمَا	1.00	1.00	rec	77.02	77.36
17	1	أَدْرَىٰكَ	أَدْرِيكَ	0.83	1.00	rec	77.84	78.72
17	2	مَا	مَع	0.50	0.82	rec	78.84	78.98
17	3	يَوْمُ	يَوْمُ	1.00	1.00	rec	79.30	79.72
17	4	ٱلدِّينِ	الدِّينِ	1.00	1.00	rec	79.80	80.54
18	0	ثُمَّ	ثُمَّ	1.00	0.99	rec	80.76	81.70
18	1	مَآ	مَا	1.00	0.88	rec	81.88	82.04
18	2	أَدْرَىٰكَ	أَدْرِيكَ	0.83	0.92	rec	82.46	83.40
18	3	مَا	مَا	1.00	0.63	rec	83.54	83.68
18	4	يَوْمُ	يَوْمُ	1.00	0.77	rec	84.00	84.46
18	5	ٱلدِّينِ	الدِين	1.00	0.72	rec	84.54	85.82
19	0	يَوْمَ	يَوْمُ	1.00	1.00	rec	86.76	87.26
19	1	لَا	لَا	1.00	1.00	rec	87.48	87.58
19	2	تَمْلِكُ	تَمْلِكُ	1.00	1.00	rec	87.98	88.74
19	3	نَفْسٌۭ	نَفْسٌ	1.00	1.00	rec	88.88	89.32
19	4	لِّنَفْسٍۢ	لِنَفْسٍ	1.00	1.00	rec	89.58	90.24
19	5	شَيْـًۭٔاۖ	شَيْئًا	0.75	1.00	rec	91.06	91.66
19	6	وَٱلْأَمْرُ	وَالْأَمْرُ	1.00	1.00	rec	92.68	93.48
19	7	يَوْمَئِذٍۢ	يَوْمَئِذٍ	1.00	1.00	rec	93.66	94.66
19	8	لِّلَّهِ	لِلَّهِ	1.00	1.00	rec	95.08	96.98
