group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.23
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.23	0.46
isti	2	مِنَ		0.00	0.00	spread	0.46	0.68
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.68	0.91
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.91	1.14
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.14	1.40
header	1	ٱللَّهِ	اللَّهِ	1.00	0.88	rec	1.42	1.88
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	1.90	3.08
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.12	4.36
1	0	لِإِيلَٰفِ	لِإِيلَافِ	1.00	1.00	rec	5.38	6.66
1	1	قُرَيْشٍ	قُرَيْشٍ	1.00	1.00	rec	6.84	7.62
2	0	إِۦلَٰفِهِمْ	إِيلَافِهِمْ	1.00	0.96	rec	8.02	9.36
2	1	رِحْلَةَ	رِحْلَةَ	1.00	1.00	rec	9.42	9.98
2	2	ٱلشِّتَآءِ	الشِّتَاءِ	1.00	0.97	rec	10.04	12.24
2	3	وَٱلصَّيْفِ	وَالصَّيْفِ	1.00	0.99	rec	12.36	13.84
3	0	فَلْيَعْبُدُوا۟	فَلْيَعْبُدُوا	1.00	0.98	rec	14.42	15.32
3	1	رَبَّ	رَبَّ	1.00	1.00	rec	15.58	15.94
3	2	هَٰذَا	هَـٰذَا	1.00	0.94	rec	16.10	16.70
3	3	ٱلْبَيْتِ	الْبَيْتِ	1.00	1.00	rec	16.74	17.58
4	0	ٱلَّذِىٓ	الَّذِي	0.75	1.00	rec	17.66	18.20
4	1	أَطْعَمَهُم	أَطْعَمَهُمْ	1.00	1.00	rec	18.62	20.06
4	2	مِّن	مِنْ	1.00	1.00	rec	20.12	20.86
4	3	جُوعٍۢ	جُوعٍ	1.00	0.99	rec	20.94	21.54
5	0	وَءَامَنَهُم	وَآمَنَهُمْ	0.86	0.95	rec	22.02	23.76
5	1	مِّنْ	مِنْ	1.00	0.86	rec	23.82	24.16
5	2	خَوْفٍۭ	خَوْفٍ	1.00	0.99	rec	24.30	25.48
