group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.22
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.22	0.43
isti	2	مِنَ		0.00	0.00	spread	0.43	0.65
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.65	0.86
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.86	1.08
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.08	1.36
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.38	1.86
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.97	rec	1.90	2.84
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	2.88	4.60
1	0	تَبَّتْ	تَبَّتْ	1.00	1.00	rec	5.34	5.96
1	1	يَدَآ	يَدَعَ	0.67	0.99	rec	6.06	6.54
1	2	أَبِى	أَبِي	0.67	1.00	rec	6.94	7.30
1	3	لَهَبٍۢ	لَهَبٍ	1.00	0.91	rec	7.56	8.10
1	4	وَتَبَّ	وَتَبَّ	1.00	1.00	rec	8.88	9.74
2	0	مَآ	مَا	1.00	1.00	rec	10.40	10.54
2	1	أَغْنَىٰ	أَغْنَىٰ	1.00	0.99	rec	10.94	11.48
2	2	عَنْهُ	عَنْهُ	1.00	1.00	rec	11.80	12.28
2	3	مَالُهُۥ	مَالُهُ	0.80	1.00	rec	12.44	13.22
2	4	وَمَا	وَمَا	1.00	1.00	rec	13.60	13.96
2	5	كَسَبَ	كَسَبَ	1.00	0.98	rec	14.34	14.88
3	0	سَيَصْلَىٰ	سَيَصْلَىٰ	1.00	1.00	rec	15.56	16.36
3	1	نَارًۭا	نَارًا	1.00	1.00	rec	16.72	17.44
3	2	ذَاتَ	ذَاتَ	1.00	1.00	rec	17.94	18.50
3	3	لَهَبٍۢ	لَهَبٍ	1.00	1.00	rec	18.62	19.08
4	0	وَٱمْرَأَتُهُۥ	وَامْرَأَتُهُ	0.88	1.00	rec	19.80	21.00
4	1	حَمَّالَةَ	حَمَّالَةُ	1.00	0.99	rec	21.46	23.06
4	2	ٱلْحَطَبِ	الْحَطَبِ	1.00	1.00	rec	23.16	23.96
5	0	فِى	فِي	0.50	1.00	rec	24.62	24.76
5	1	جِيدِهَا	جِيدِهَا	1.00	0.98	rec	25.08	25.80
5	2	حَبْلٌۭ	حَبْلٌ	1.00	1.00	rec	26.26	26.70
5	3	مِّن	مِنْ	1.00	1.00	rec	27.44	28.62
5	4	مَّسَدٍۭ	مَسَدٍ	1.00	0.98	rec	28.68	29.30
