group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.21
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.21	0.42
isti	2	مِنَ		0.00	0.00	spread	0.42	0.64
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.64	0.85
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.85	1.06
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.06	1.34
header	1	ٱللَّهِ	اللَّهِ	1.00	0.98	rec	1.38	1.84
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.99	rec	1.88	3.00
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.04	4.10
1	0	وَٱلْعَٰدِيَٰتِ	وَالْعَادِيَاتِ	1.00	0.99	rec	4.98	6.12
1	1	ضَبْحًۭا	ضَبْحًا	1.00	1.00	rec	6.22	6.66
2	0	فَٱلْمُورِيَٰتِ	فَالْمُورِيَاتِ	1.00	1.00	rec	7.64	8.94
2	1	قَدْحًۭا	قَدْحًا	1.00	1.00	rec	9.10	9.60
3	0	فَٱلْمُغِيرَٰتِ	فَالْمُغِيرَاتِ	1.00	1.00	rec	10.46	11.82
3	1	صُبْحًۭا	صُبْحًا	1.00	1.00	rec	11.98	12.50
4	0	فَأَثَرْنَ	فَأَثَرْنَ	1.00	1.00	rec	13.34	14.06
4	1	بِهِۦ	بِهِ	1.00	1.00	rec	14.18	14.46
4	2	نَقْعًۭا	نَقْعًا	1.00	0.94	rec	14.80	15.32
5	0	فَوَسَطْنَ	فَوَسَطْنَ	1.00	1.00	rec	16.14	17.02
5	1	بِهِۦ	بِهِ	1.00	1.00	rec	17.16	17.44
5	2	جَمْعًا	جَمْعًا	1.00	1.00	rec	17.76	18.28
6	0	إِنَّ	إِنَّ	1.00	1.00	rec	19.12	19.90
6	1	ٱلْإِنسَٰنَ	الْإِنْسَانَ	1.00	1.00	rec	19.96	21.36
6	2	لِرَبِّهِۦ	لِرَبِّهِ	1.00	1.00	rec	21.46	22.22
6	3	لَكَنُودٌۭ	لَكَنُودٌ	1.00	0.99	rec	22.56	23.76
7	0	وَإِنَّهُۥ	وَإِنَّهُ	1.00	1.00	rec	24.32	25.54
7	1	عَلَىٰ	عَلَىٰ	1.00	1.00	rec	25.90	26.26
7	2	ذَٰلِكَ	ذَٰلِكَ	1.00	1.00	rec	26.54	27.32
7	3	لَشَهِيدٌۭ	لَشَهِيدٌ	1.00	1.00	rec	27.42	28.64
8	0	وَإِنَّهُۥ	وَإِنَّهُ	1.00	1.00	rec	29.20	30.54
8	1	لِحُبِّ	لِحُبِّ	1.00	1.00	rec	30.94	31.54
8	2	ٱلْخَيْرِ	الْخَيْرِ	1.00	0.99	rec	31.58	32.54
8	3	لَشَدِيدٌ	لَشَدِيدٌ	1.00	1.00	rec	32.64	33.88
9	0	أَفَلَا	أَفَلَا	1.00	1.00	rec	34.64	35.16
9	1	يَعْلَمُ	يَعْلَمُ	1.00	1.00	rec	35.50	36.12
9	2	إِذَا	إِذَا	1.00	1.00	rec	36.30	36.62
9	3	بُعْثِرَ	بُعْثِرَ	1.00	0.94	rec	36.94	37.68
9	4	مَا	مَعَهَا	0.50	0.85	rec	37.82	38.30
9	5	فِى	فِي	1.00	1.00	rec	38.46	38.56
9	6	ٱلْقُبُورِ	الْقُبُورِ	1.00	1.00	rec	38.60	39.58
10	0	وَحُصِّلَ	وَحُصِّلَ	1.00	0.99	rec	40.04	40.92
10	1	مَا	مَا	1.00	1.00	rec	41.04	41.16
10	2	فِى	فِي	1.00	1.00	rec	41.50	41.62
10	3	ٱلصُّدُورِ	الصُّدُورِ	1.00	1.00	rec	41.66	43.04
11	0	إِنَّ	إِنَّ	1.00	1.00	rec	43.70	44.42
11	1	رَبَّهُم	رَبَّهُمْ	1.00	1.00	rec	44.54	45.70
11	2	بِهِمْ	بِهِمْ	1.00	1.00	rec	45.76	46.30
11	3	يَوْمَئِذٍۢ	يَوْمَئِذٍ	1.00	1.00	rec	46.40	47.28
11	4	لَّخَبِيرٌۢ	لَخَبِيرٌ	1.00	1.00	rec	47.58	49.22
