group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.36
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.36	0.71
isti	2	مِنَ		0.00	0.00	spread	0.71	1.07
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	1.07	1.42
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.42	1.78
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.78	2.06
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	2.10	2.58
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.99	rec	2.62	3.76
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.80	5.38
1	0	الٓمٓصٓۚ	المص	1.00	1.00	rec	7.26	14.12
1	1	كِتَٰبٌ	كِتَابٌ	1.00	1.00	rec	18.52	19.12
1	2	أُنزِلَ	أُنْزِلَ	1.00	1.00	rec	19.42	20.30
1	3	إِلَيْكَ	إِلَيْكَ	1.00	1.00	rec	20.42	21.02
1	4	فَلَا	فَلَا	1.00	1.00	rec	21.16	21.48
1	5	يَكُن	يَكُنْ	1.00	1.00	rec	21.78	22.76
1	6	فِى	فِي	0.50	1.00	rec	22.88	23.02
1	7	صَدْرِكَ	صَدْرِكَ	1.00	1.00	rec	23.32	23.98
1	8	حَرَجٌۭ	حَرَجٌ	1.00	1.00	rec	24.16	24.64
1	9	مِّنْهُ	مِنْهُ	1.00	1.00	rec	25.52	25.84
1	10	لِتُنذِرَ	لِتُنْذِرَ	1.00	1.00	rec	28.30	29.78
1	11	بِهِۦ	بِهِ	0.67	1.00	rec	29.96	30.26
1	12	وَذِكْرَىٰ	وَذِكْرَىٰ	1.00	0.99	rec	30.68	31.42
1	13	لِلْمُؤْمِنِينَ	لِلْمُؤْمِنِينَ	1.00	1.00	rec	31.82	34.14
2	0	ٱتَّبِعُوا۟	اتَّبِعُوا	1.00	0.92	rec	35.84	36.56
2	1	مَآ	مَا	1.00	1.00	rec	36.90	37.02
2	2	أُنزِلَ	أُنْزِلَ	1.00	1.00	rec	37.38	38.54
2	3	إِلَيْكُم	إِلَيْكُمْ	1.00	1.00	rec	38.68	40.14
2	4	مِّن	مِنْ	1.00	1.00	rec	40.20	40.42
2	5	رَّبِّكُمْ	رَبِّكُمْ	1.00	1.00	rec	40.50	41.38
2	6	وَلَا	وَلَا	1.00	1.00	rec	41.54	41.84
2	7	تَتَّبِعُوا۟	تَتَّبِعُوا	1.00	1.00	rec	42.18	43.06
2	8	مِن	مِنْ	1.00	1.00	rec	43.40	44.14
2	9	دُونِهِۦٓ	دُونِهِ	0.80	1.00	rec	44.20	44.92
2	10	أَوْلِيَآءَۗ	أَوْلِيَاءَ	1.00	1.00	rec	45.60	47.80
2	11	قَلِيلًۭا	قَلِيلًا	1.00	1.00	rec	47.98	48.76
2	12	مَّا	مَا	1.00	1.00	rec	49.38	49.52
2	13	تَذَكَّرُونَ	تَذِّرَ+كَرُونَ	0.86	0.87	rec	49.96	52.46
3	0	وَكَم	وَكَمْ	1.00	1.00	rec	54.58	55.54
3	1	مِّن	مِنْ	1.00	1.00	rec	55.60	56.54
3	2	قَرْيَةٍ	قَرْيَةٍ	1.00	1.00	rec	56.64	57.34
3	3	أَهْلَكْنَٰهَا	أَهْلَكْنَاهَا	1.00	1.00	rec	57.70	58.96
3	4	فَجَآءَهَا	فَجَاءَهَا	1.00	1.00	rec	59.42	61.62
3	5	بَأْسُنَا	بَأْسُنَا	1.00	1.00	rec	61.98	62.72
3	6	بَيَٰتًا	بَيَاتًا	1.00	1.00	rec	62.98	63.72
3	7	أَوْ	أَوْ	1.00	1.00	rec	64.06	64.34
3	8	هُمْ	هُمْ	1.00	0.99	rec	64.44	64.84
3	9	قَآئِلُونَ	قَائِلُونَ	1.00	1.00	rec	65.02	68.00
4	0	فَمَا	فَمَا	1.00	1.00	rec	69.42	69.78
4	1	كَانَ	كَانَ	1.00	1.00	rec	70.16	70.66
4	2	دَعْوَىٰهُمْ	دَعْوَاهُمْ	0.86	1.00	rec	70.80	71.92
4	3	إِذْ	إِذْ	1.00	1.00	rec	72.02	72.30
4	4	جَآءَهُم	جَاءَهُمْ	1.00	1.00	rec	72.40	74.76
4	5	بَأْسُنَآ	بَأْسُنَا	1.00	1.00	rec	74.82	75.62
4	6	إِلَّآ	إِلَّا	1.00	1.00	rec	76.24	76.76
4	7	أَن	أَنْ	1.00	1.00	rec	77.32	78.00
4	8	قَالُوٓا۟	قَالُوا	1.00	0.98	rec	78.14	78.76
4	9	إِنَّا	إِنَّا	1.00	0.91	rec	79.32	80.24
4	10	كُنَّا	كُنَّا	1.00	0.99	rec	80.66	81.78
4	11	ظَٰلِمِينَ	ظَالِمِينَ	1.00	1.00	rec	82.12	84.02
5	0	فَلَنَسْـَٔلَنَّ	فَلَنَسْأَلَنَّ	0.86	1.00	rec	85.52	87.22
5	1	ٱلَّذِينَ	الَّذِينَ	1.00	0.96	rec	87.26	88.10
5	2	أُرْسِلَ	أُرْسِلَ	1.00	1.00	rec	88.28	88.94
5	3	إِلَيْهِمْ	إِلَيْهِمْ	1.00	1.00	rec	89.08	90.08
5	4	وَلَنَسْـَٔلَنَّ	وَلَنَسْأَلَنَّ	0.86	1.00	rec	90.18	92.22
5	5	ٱلْمُرْسَلِينَ	الْمُرْسَلِينَ	1.00	1.00	rec	92.28	94.60
6	0	فَلَنَقُصَّنَّ	فَلَنَقُصَّنَّ	1.00	1.00	rec	95.80	97.88
6	1	عَلَيْهِم	عَلَيْهِمْ	1.00	1.00	rec	98.00	99.22
6	2	بِعِلْمٍۢۖ	بِعِلْمٍ	1.00	1.00	rec	99.28	99.96
6	3	وَمَا	وَمَا	1.00	1.00	rec	100.62	100.96
6	4	كُنَّا	كُنَّا	1.00	1.00	rec	101.36	102.28
6	5	غَآئِبِينَ	غَائِبِينَ	1.00	1.00	rec	102.60	106.08
7	0	وَٱلْوَزْنُ	وَالْوَزْنُ	1.00	1.00	rec	107.32	108.20
7	1	يَوْمَئِذٍ	يَوْمَئِذٍ	1.00	1.00	rec	108.40	109.44
7	2	ٱلْحَقُّۚ	الْحَقُّ	1.00	0.95	rec	109.70	110.40
7	3	فَمَن	قفَمَنْ	0.75	0.99	rec	110.66	112.96
7	4	ثَقُلَتْ	ثَقُلَتْ	1.00	1.00	rec	113.08	113.86
7	5	مَوَٰزِينُهُۥ	مَوَازِينُهُ	0.88	1.00	rec	113.94	115.36
7	6	فَأُو۟لَٰٓئِكَ	فَأُولَـٰئِكَ	1.00	1.00	rec	115.92	118.34
7	7	هُمُ	هُمُ	1.00	1.00	rec	118.50	118.76
7	8	ٱلْمُفْلِحُونَ	الْمُفْلِحُونَ	1.00	1.00	rec	118.86	121.24
8	0	وَمَنْ	وَمَنْ	1.00	1.00	rec	122.48	123.00
8	1	خَفَّتْ	خَفَّتْ	1.00	1.00	rec	123.16	123.84
8	2	مَوَٰزِينُهُۥ	مَوَازِينُهُ	0.88	1.00	rec	123.90	125.26
8	3	فَأُو۟لَٰٓئِكَ	فَأُولَـٰئِكَ	1.00	1.00	rec	125.68	128.02
8	4	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	128.08	129.02
8	5	خَسِرُوٓا۟	خَسِرُوا	1.00	1.00	rec	129.24	129.86
