group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.15
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.15	0.30
isti	2	مِنَ		0.00	0.00	spread	0.30	0.44
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.44	0.59
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.59	0.74
header	0	بِسۡمِ	بِسْمِ	1.00	0.91	rec	0.74	1.00
header	1	ٱللَّهِ	اللَّهِ	1.00	0.83	rec	1.04	1.50
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.83	rec	1.54	2.62
header	3	ٱلرَّحِيمِ	لرَّحِيمِ	0.83	0.87	rec	2.72	4.16
1	0	أَرَءَيْتَ	أَرَأَيْتَ	0.80	0.97	rec	4.78	5.68
1	1	ٱلَّذِى	الَّذِي	1.00	0.98	rec	5.74	6.28
1	2	يُكَذِّبُ	يُكَذِّبُ	1.00	1.00	rec	6.60	7.54
1	3	بِٱلدِّينِ	بِالدِّينِ	1.00	1.00	rec	7.70	8.54
2	0	فَذَٰلِكَ	فَذَٰلِكَ	1.00	0.99	rec	8.74	9.90
2	1	ٱلَّذِى	الَّذِي	1.00	0.99	rec	9.96	10.52
2	2	يَدُعُّ	يَدُعُّ	1.00	1.00	rec	10.76	11.40
2	3	ٱلْيَتِيمَ	الْيَتِيمَ	1.00	1.00	rec	11.50	12.56
3	0	وَلَا	وَلَا	1.00	1.00	rec	12.68	13.02
3	1	يَحُضُّ	يَحُضُّ	1.00	1.00	rec	13.34	14.02
3	2	عَلَىٰ	عَلَىٰ	1.00	1.00	rec	14.16	14.48
3	3	طَعَامِ	طَعَامِ	1.00	1.00	rec	14.76	15.40
3	4	ٱلْمِسْكِينِ	الْمِسْكِينِ	1.00	1.00	rec	15.46	17.16
4	0	فَوَيْلٌۭ	فَوَيْلٌ	1.00	1.00	rec	17.82	18.44
4	1	لِّلْمُصَلِّينَ	لِلْمُصَلِّينَ	1.00	1.00	rec	18.68	20.00
5	0	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	20.06	20.82
5	1	هُمْ	هُمْ	1.00	1.00	rec	20.98	21.32
5	2	عَن	عَنْ	1.00	1.00	rec	21.40	22.12
5	3	صَلَاتِهِمْ	صَلَعتِهِمْ	0.83	0.98	rec	22.22	23.60
5	4	سَاهُونَ	سَاهُونَ	1.00	1.00	rec	23.70	25.34
6	0	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	25.82	26.58
6	1	هُمْ	هُمْ	1.00	1.00	rec	26.70	26.98
6	2	يُرَآءُونَ	يُرَاءُونَ	1.00	1.00	rec	27.06	29.24
6	3	وَيَمۡنَعُونَ	وَيَمْنَعُونَ	1.00	1.00	rec	29.34	30.76
6	4	اَ۬لۡمَاعُونَ	الْمَاعُونَ	1.00	1.00	rec	30.80	32.70
