group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	forced	0.00	0.14
isti	1	بِٱللَّهِ		0.00	0.00	forced	0.36	0.66
isti	2	مِنَ		0.00	0.00	forced	0.68	0.76
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	forced	0.78	1.02
isti	4	ٱلرَّجِيمِ		0.00	0.00	forced	1.04	1.88
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.88	2.12
header	1	ٱللَّهِ	اللَّهِ	1.00	0.97	rec	2.14	2.62
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.98	rec	2.66	3.58
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.62	5.32
1	0	اِ۬لۡحَآقَّةُ	الْحَاقُ	0.83	0.93	rec	7.20	9.80
1	1	مَا	قَتُمَا	0.50	0.97	rec	10.02	10.58
1	2	ٱلْحَآقَّةُ	الْحَاقُ+قَُّ	0.83	0.74	rec	10.62	13.96
2	0	وَمَآ	وَمَا	1.00	1.00	rec	15.98	16.32
2	1	أَدْرَىٰكَ	أَدْرِيكَ	0.83	1.00	rec	16.72	17.54
2	2	مَا	مَا	1.00	1.00	rec	17.64	17.74
2	3	ٱلْحَآقَّةُ	الْحَاقَّةُ	1.00	1.00	rec	17.80	21.34
3	0	كَذَّبَتْ	كَذَّبَتْ	1.00	1.00	rec	22.68	23.42
3	1	ثَمُودُ	ثَمُودُ	1.00	1.00	rec	23.48	24.14
3	2	وَعَادٌۢ	وَعَادٌ	1.00	1.00	rec	24.24	24.96
3	3	بِٱلْقَارِعَةِ	بِالْقَادِعَةِ	0.88	1.00	rec	25.70	26.96
4	0	فَأَمَّا	فَأَمَّا	1.00	1.00	rec	28.60	29.66
4	1	ثَمُودُ	ثَمُودُ	1.00	1.00	rec	30.02	30.68
4	2	فَأُهْلِكُوا۟	فَأُهْلِكُوا	1.00	0.98	rec	30.86	31.82
4	3	بِٱلطَّاغِيَةِ	بِ+طَاغِيَةٌ	0.75	1.00	rec	32.16	33.54
5	0	وَأَمَّا	وَأَمَّا	1.00	1.00	rec	34.78	35.94
5	1	عَادٌۭ	عَادٌ	1.00	1.00	rec	36.26	36.78
5	2	فَأُهْلِكُوا۟	فَأُهْلِكُوا	1.00	0.94	rec	37.40	38.32
5	3	بِرِيحٍۢ	بِرِيحٍ	1.00	1.00	rec	38.66	39.34
5	4	صَرْصَرٍ	صَرْصَرٍ	1.00	1.00	rec	40.16	40.88
5	5	عَاتِيَةٍۢ	عَاتِيَةٍ	1.00	1.00	rec	41.20	42.14
6	0	سَخَّرَهَا	سَخَّرَهَا	1.00	1.00	rec	43.48	44.40
6	1	عَلَيْهِمْ	عَلَيْهِمْ	1.00	1.00	rec	44.80	45.68
6	2	سَبْعَ	سَبْعَ	1.00	1.00	rec	45.80	46.24
6	3	لَيَالٍۢ	لَيَالٍ	1.00	0.96	rec	46.38	47.16
6	4	وَثَمَٰنِيَةَ	وَثَمَانِيَةَ	1.00	1.00	rec	47.68	49.16
6	5	أَيَّامٍ	أَيَّامٍ	1.00	0.96	rec	49.34	50.30
6	6	حُسُومًۭا	حُسُومًا	1.00	1.00	rec	50.70	51.58
6	7	فَتَرَى	فَتَرَى	1.00	1.00	rec	53.30	53.78
6	8	ٱلْقَوْمَ	الْقَوْمَ	1.00	1.00	rec	53.84	54.56
6	9	فِيهَا	فِيهَا	1.00	1.00	rec	54.76	55.30
6	10	صَرْعَىٰ	صَرْعَىٰ	1.00	1.00	rec	55.72	56.30
6	11	كَأَنَّهُمْ	كَأَنَّهُمْ	1.00	0.96	rec	56.68	58.38
6	12	أَعْجَازُ	أَعْجَازُ	1.00	1.00	rec	58.50	59.44
6	13	نَخْلٍ	نَخْلٍ	1.00	1.00	rec	59.56	60.00
6	14	خَاوِيَةٍۢ	خَاوِيَةٍ	1.00	1.00	rec	60.40	61.44
7	0	فَهَلْ	فَهَتَّرِ⌐	0.57	0.97	rec	62.34	62.75
7	1	تَرَىٰ	فَهَتَّرِ¬	0.57	0.97	rec	62.75	63.30
7	2	لَهُم	لَهُمْ	1.00	1.00	rec	63.68	64.70
7	3	مِّنۢ	مِنْ	1.00	1.00	rec	64.76	65.82
7	4	بَاقِيَةٍۢ	بَاقِيَةٍ	1.00	1.00	rec	65.90	66.98
8	0	وَجَآءَ	وَجَاءَ	1.00	1.00	rec	68.38	70.10
8	1	فِرْعَوْنُ	فِرْعَوْنُ	1.00	1.00	rec	70.28	71.20
8	2	وَمَن	وَمَنْ	1.00	1.00	rec	71.34	72.68
8	3	قَبْلَهُۥ	قِبَلَهُ	1.00	1.00	rec	72.82	73.52
8	4	وَٱلْمُؤْتَفِكَٰتُ	وَالْمُرْْ+تَفِكَاتُ	0.90	0.91	rec	73.88	75.82
8	5	بِٱلْخَاطِئَةِ	بِالْخَاطِئَةِ	1.00	1.00	rec	75.98	77.50
9	0	فَعَصَوْا۟	فَعَصَوْا	1.00	1.00	rec	78.72	79.50
9	1	رَسُولَ	رَسُولَ	1.00	1.00	rec	79.60	80.40
9	2	رَبِّهِمْ	رَبِّهِمْ	1.00	1.00	rec	80.56	81.58
9	3	فَأَخَذَهُمْ	فَأَخَذَهُمْ	1.00	0.98	rec	81.70	82.98
9	4	أَخْذَةًۭ	أَخْذَةً	1.00	1.00	rec	83.10	83.80
9	5	رَّابِيَةً	رَابِيَةً	1.00	0.96	rec	84.08	85.14
10	0	إِنَّا	إِنَّا	1.00	1.00	rec	86.32	87.42
10	1	لَمَّا	لَمَّا	1.00	1.00	rec	87.80	88.66
10	2	طَغَا		0.00	0.30	forced	89.00	89.34
10	3	ٱلْمَآءُ	الْمَاءُ	1.00	1.00	rec	89.34	90.98
10	4	حَمَلْنَٰكُمْ	حَمَلْنَاكُمْ	1.00	1.00	rec	91.16	92.60
10	5	فِى	فِي	1.00	1.00	rec	92.72	92.82
10	6	ٱلْجَارِيَةِ	الْجَارِيَةِ	1.00	1.00	rec	92.86	94.08
11	0	لِنَجْعَلَهَا	لِنَجْعَلَهَا	1.00	1.00	rec	95.30	96.50
11	1	لَكُمْ	لَكُمْ	1.00	1.00	rec	96.94	97.66
11	2	تَذْكِرَةًۭ	تَذْكِرَةً	1.00	1.00	rec	97.78	98.82
11	3	وَتَعِيَهَآ	وَتَعِيَهَا	1.00	0.99	rec	99.72	100.94
11	4	أُذُنٌۭ	أُذُنٌ	1.00	1.00	rec	101.66	102.32
11	5	وَٰعِيَةٌۭ	وَاعِيَةٌ	1.00	0.99	rec	103.16	104.24
12	0	فَإِذَا	فَإِذَا	1.00	1.00	rec	105.42	105.98
12	1	نُفِخَ	نُفِخَ	1.00	1.00	rec	106.42	107.02
12	2	فِى	فِي	1.00	1.00	rec	107.18	107.28
12	3	ٱلصُّورِ	الصُّورِ	1.00	0.92	rec	107.32	108.16
12	4	نَفْخَةٌۭ	نَفْخَةٌ	1.00	1.00	rec	108.34	109.14
12	5	وَٰحِدَةٌۭ	وَاحِدَةٌ	1.00	1.00	rec	110.24	111.32
13	0	وَحُمِلَتِ	وَحُمِلَتِ	1.00	1.00	rec	112.78	113.74
13	1	ٱلْأَرْضُ	الْأَرْضُ	1.00	1.00	rec	113.78	114.58
13	2	وَٱلْجِبَالُ	وَالْجِبَالُ	1.00	1.00	rec	114.74	115.90
13	3	فَدُكَّتَا	فَدُكَّتَا	1.00	1.00	rec	116.12	117.12
13	4	دَكَّةًۭ	دَكَّةً	1.00	1.00	rec	117.50	118.20
13	5	وَٰحِدَةًۭ	وَاحِدَةً	1.00	1.00	rec	119.30	120.36
14	0	فَيَوْمَئِذٍۢ	فَيَوْمَئِذٍ	1.00	1.00	rec	121.48	122.62
14	1	وَقَعَتِ	وَقَعَتِ	1.00	1.00	rec	123.58	124.44
14	2	ٱلْوَاقِعَةُ	الْوَاقِعَةُ	1.00	1.00	rec	124.52	125.96
15	0	وَٱنشَقَّتِ	وَانْشَقَّتِ	1.00	1.00	rec	126.96	128.76
15	1	ٱلسَّمَآءُ	السَّمَاءُ	1.00	1.00	rec	128.82	131.06
15	2	فَهِىَ	فَهْيَ	1.00	1.00	rec	131.28	131.78
15	3	يَوْمَئِذٍۢ	يَوْمَئِذٍ	1.00	0.95	rec	131.92	132.88
15	4	وَاهِيَةٌۭ	وَاهِيَةٌ	1.00	1.00	rec	133.72	134.80
16	0	وَٱلْمَلَكُ	وَالْمَلَكُ	1.00	1.00	rec	135.82	136.68
16	1	عَلَىٰٓ	عَلَىٰ	1.00	1.00	rec	136.82	137.16
16	2	أَرْجَآئِهَاۚ	أَرْجَائِهَا	1.00	1.00	rec	137.52	140.12
16	3	وَيَحْمِلُ	وَيَحْمِلُ	1.00	1.00	rec	141.36	142.08
16	4	عَرْشَ	عَرْشَ	1.00	1.00	rec	142.20	142.68
16	5	رَبِّكَ	رَبِّكَ	1.00	1.00	rec	142.82	143.48
16	6	فَوْقَهُمْ	فَوْقَهُمْ	1.00	1.00	rec	143.68	144.74
16	7	يَوْمَئِذٍۢ	يَوْمَئِذٍ	1.00	1.00	rec	144.84	145.76
16	8	ثَمَٰنِيَةٌۭ	ثَمَانِيَهْ	0.83	0.93	rec	146.66	147.90
17	0	يَوْمَئِذٍۢ	يَوْمَئِذٍ	1.00	1.00	rec	148.86	149.86
17	1	تُعْرَضُونَ	تُعْرَضُونَ	1.00	1.00	rec	150.72	151.92
17	2	لَا	لَا	1.00	0.99	rec	152.06	152.16
17	3	تَخْفَىٰ	تَخْفَىٰ	1.00	1.00	rec	152.54	153.08
17	4	مِنكُمْ	مِنْكُمْ	1.00	1.00	rec	153.44	154.74
17	5	خَافِيَةٌۭ	خَافِيَةٌ	1.00	1.00	rec	154.90	156.10
18	0	فَأَمَّا	فَأَمَّا	1.00	1.00	rec	157.54	158.88
18	1	مَنْ	مَنْ	1.00	1.00	rec	159.32	159.62
18	2	أُوتِىَ	أُوتِيَ	1.00	1.00	rec	159.72	160.40
18	3	كِتَٰبَهُۥ	كِتَابَهُ	1.00	1.00	rec	160.56	161.46
18	4	بِيَمِينِهِۦ	بِيَمِينِهِ	1.00	1.00	rec	161.80	162.94
18	5	فَيَقُولُ	فَيَقُولُ	1.00	1.00	rec	163.32	164.22
18	6	هَآؤُمُ	هَاؤُمُ	1.00	1.00	rec	164.42	166.08
18	7	ٱقْرَءُوا۟	اقْرَءُوا	1.00	1.00	rec	166.16	166.78
18	8	كِتَٰبِيَهْ	كِتَابِيَهْ	1.00	1.00	rec	167.18	168.36
19	0	إِنِّى	إِنِّي	1.00	0.96	rec	169.34	170.34
19	1	ظَنَنتُ	ظَنَنْتُ	1.00	0.99	rec	170.70	171.82
19	2	أَنِّى	عَنِّي	0.67	0.95	rec	171.98	172.92
19	3	مُلَٰقٍ	مُلَعقٍ	0.75	0.95	rec	173.26	174.06
19	4	حِسَابِيَهْ	حِسَابِيَهْ	1.00	1.00	rec	174.46	175.78
20	0	فَهُوَ	فَهُوَ	1.00	1.00	rec	176.72	177.18
20	1	فِى	فِي	1.00	1.00	rec	177.40	177.54
20	2	عِيشَةٍۢ	عِيشَةٍ	1.00	1.00	rec	177.82	178.72
20	3	رَّاضِيَةٍۢ	رَاضِيَةٍ	1.00	1.00	rec	179.00	180.06
21	0	فِى	فِي	1.00	1.00	rec	180.90	181.06
21	1	جَنَّةٍ	جَنَّةٍ	1.00	1.00	rec	181.40	182.48
21	2	عَالِيَةٍۢ	عَالِيَةٍ	1.00	1.00	rec	182.92	184.00
22	0	قُطُوفُهَا	قُطُوفُهَا	1.00	1.00	rec	186.24	187.28
22	1	دَانِيَةٌۭ	دَانِيَةٌ	1.00	1.00	rec	187.76	188.82
23	0	كُلُوا۟	كُلُوا	1.00	1.00	rec	189.68	189.96
23	1	وَٱشْرَبُوا۟	وَاشْرَبُوا	1.00	1.00	rec	190.22	190.98
23	2	هَنِيٓـًٔۢا	هَنِيئًا	0.80	1.00	rec	191.34	192.80
23	3	بِمَآ	بِمَا	1.00	1.00	rec	193.60	193.96
23	4	أَسْلَفْتُمْ	أَسْلَفْتُمْ	1.00	1.00	rec	194.30	195.46
23	5	فِى	فِي	1.00	1.00	rec	195.56	195.66
23	6	ٱلْأَيَّامِ	الْأَيَّامِ	1.00	1.00	rec	195.72	196.90
23	7	ٱلْخَالِيَةِ	الْخَالِيَةِ	1.00	1.00	rec	196.98	198.38
24	0	وَأَمَّا	وَأَمَّا	1.00	0.95	rec	199.32	200.72
24	1	مَنْ	مَنْ	1.00	1.00	rec	201.08	201.36
24	2	أُوتِىَ	أُوتِيَ	1.00	0.98	rec	201.46	202.14
24	3	كِتَٰبَهُۥ	كِتَابَهُ	1.00	1.00	rec	202.28	203.24
24	4	بِشِمَالِهِۦ	بِشِمَالِهِ	1.00	1.00	rec	203.60	204.94
25	0	فَيَقُولُ	فَيَقُولُ	1.00	0.93	rec	205.28	206.22
