group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.20
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.20	0.40
isti	2	مِنَ		0.00	0.00	spread	0.40	0.60
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.60	0.80
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.80	1.00
header	0	بِسۡمِ	بِسْمِ	1.00	0.97	rec	1.00	1.28
header	1	ٱللَّهِ	اللَّهِ	1.00	0.91	rec	1.32	1.84
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.79	rec	1.88	3.04
header	3	ٱلرَّحِيمِ	لرَّحِيمِ	0.83	0.73	rec	3.14	4.14
1	0	اِ۬لۡقَارِعَةُ	الْقَارِعَةُ	1.00	0.90	rec	4.92	6.34
1	1	مَا	مَا	1.00	0.86	rec	6.48	6.58
1	2	ٱلْقَارِعَةُ	الْقَارِعَةُ	1.00	0.99	rec	6.64	8.06
2	0	وَمَآ	وَمَا	1.00	1.00	rec	8.72	9.08
2	1	أَدْرَىٰكَ	أَدْرِاكَ	0.83	0.97	rec	9.52	10.42
2	2	مَا	مَا	1.00	1.00	rec	10.56	10.66
2	3	ٱلْقَارِعَةُ	الْقَارِعَةُ	1.00	1.00	rec	10.70	12.02
3	0	يَوْمَ	يَوْمَ	1.00	1.00	rec	12.72	13.08
3	1	يَكُونُ	يَكُونُ	1.00	1.00	rec	13.18	13.90
3	2	ٱلنَّاسُ	النَّاسُ	1.00	1.00	rec	13.96	15.22
3	3	كَٱلْفَرَاشِ	كَالْفَرَاشِ	1.00	1.00	rec	15.40	16.48
3	4	ٱلْمَبْثُوثِ	الْمَبْثُوثِ	1.00	0.95	rec	16.54	18.08
4	0	وَتَكُونُ	وَتَكُونُ	1.00	1.00	rec	18.50	19.34
4	1	ٱلْجِبَالُ	الْجِبَالُ	1.00	1.00	rec	19.42	20.32
4	2	كَٱلْعِهْنِ	كَالْعِهْنِ	1.00	1.00	rec	20.50	21.28
4	3	ٱلْمَنفُوشِ	الْمَنْفُوشِ	1.00	1.00	rec	21.34	23.38
5	0	فَأَمَّا	فَأَمَّا	1.00	1.00	rec	23.92	24.88
5	1	مَن	مَنْ	1.00	1.00	rec	25.22	25.64
5	2	ثَقُلَتْ	ثَقُلَتْ	1.00	1.00	rec	25.78	26.46
5	3	مَوَٰزِينُهُۥ	مَوَازِينُهُ	0.88	1.00	rec	26.54	27.86
6	0	فَهُوَ	فَهُوَ	1.00	1.00	rec	28.30	28.76
6	1	فِى	فِي	0.50	1.00	rec	28.94	29.10
6	2	عِيشَةٍۢ	عِيشَةٍ	1.00	1.00	rec	29.32	30.12
6	3	رَّاضِيَةٍۢ	رَاضِيَةٍ	1.00	1.00	rec	30.34	31.34
7	0	وَأَمَّا	وَأَمَّا	1.00	1.00	rec	32.18	33.26
7	1	مَنْ	مَنْ	1.00	1.00	rec	33.78	34.02
7	2	خَفَّتْ	خَفَّتْ	1.00	1.00	rec	34.12	34.72
7	3	مَوَٰزِينُهُۥ	مَوَازِينُهُ	0.88	1.00	rec	34.78	36.16
8	0	فَأُمُّهُۥ	فَأُمُّهُ	0.80	1.00	rec	36.66	37.82
8	1	هَاوِيَةٌۭ	هَاوِيَةٌ	1.00	1.00	rec	38.18	39.22
9	0	وَمَآ	وَمَا	1.00	1.00	rec	39.88	40.18
9	1	أَدْرَىٰكَ	أَدْرِيكَ	0.67	1.00	rec	40.88	41.70
9	2	مَا	مَا	1.00	1.00	rec	41.84	41.96
9	3	هِيَهْ	هِيَهْ	1.00	1.00	rec	42.30	42.76
10	0	نَارٌ	نَارٌ	1.00	0.99	rec	43.40	44.10
10	1	حَامِيَةٌۢ	حَامِيَةٌ	1.00	1.00	rec	44.44	45.66
