group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.25
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.25	0.50
isti	2	مِنَ		0.00	0.00	spread	0.50	0.76
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.76	1.01
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.01	1.26
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.26	1.54
header	1	ٱللَّهِ	اللَّهِ	1.00	0.99	rec	1.56	2.04
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.98	rec	2.08	3.22
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	0.99	rec	3.26	5.04
1	0	طسٓمٓۚ	طسم	1.00	1.00	rec	7.04	11.04
1	1	تِلْكَ	تِلْكَ	1.00	1.00	rec	14.36	14.74
1	2	ءَايَٰتُ	آيَاتُ	0.80	1.00	rec	14.84	15.58
1	3	ٱلْكِتَٰبِ	الْكِتَابِ	1.00	0.99	rec	15.62	16.48
1	4	ٱلْمُبِينِ	الْمُبِينِ	1.00	1.00	rec	16.52	18.34
2	0	لَعَلَّكَ	لَعَلَّكَ	1.00	1.00	rec	19.74	20.40
2	1	بَٰخِعٌۭ	بَاخِعٌ	1.00	1.00	rec	20.52	21.24
2	2	نَّفْسَكَ	نَفْسَكَ	1.00	1.00	rec	22.06	22.76
2	3	أَلَّا	أَلَّا	1.00	1.00	rec	22.86	23.34
2	4	يَكُونُوا۟	يَكُونُوا	1.00	1.00	rec	23.58	24.34
2	5	مُؤْمِنِينَ	مُؤْمِنِينَ	1.00	1.00	rec	24.76	26.76
3	0	إِن	إِنْ	1.00	1.00	rec	28.02	28.70
3	1	نَّشَأْ	نَشَأْ	1.00	1.00	rec	28.76	29.44
3	2	نُنَزِّلْ	نُنْزِلْ	1.00	1.00	rec	29.52	30.60
3	3	عَلَيْهِم	عَلَيْهِمْ	1.00	0.98	rec	30.66	31.80
3	4	مِّنَ	مِنَ	1.00	1.00	rec	31.84	32.06
3	5	ٱلسَّمَآءِ	السَّمَاءِ	1.00	1.00	rec	32.12	33.94
3	6	ءَايَةًۭ	يايَةً	0.75	0.90	rec	34.08	34.78
3	7	فَظَلَّتْ	فَظَلَّتْ	1.00	1.00	rec	35.32	36.22
3	8	أَعْنَٰقُهُمْ	أَعْنَاقُهُمْ	1.00	1.00	rec	36.32	37.68
3	9	لَهَا	لَهَا	1.00	1.00	rec	37.78	38.10
3	10	خَٰضِعِينَ	خَاضِعِينَ	1.00	1.00	rec	38.50	40.50
4	0	وَمَا	وَمَا	1.00	1.00	rec	42.02	42.34
4	1	يَأْتِيهِم	يَأْتِيهِمْ	1.00	1.00	rec	42.52	43.84
4	2	مِّن	مِنْ	1.00	1.00	rec	43.90	44.56
4	3	ذِكْرٍۢ	ذِكْرٍ	1.00	1.00	rec	44.64	45.04
4	4	مِّنَ	مِنَ	1.00	0.88	rec	45.80	46.02
4	5	ٱلرَّحْمَٰنِ	الرَّحْمَـٰنِ	1.00	0.97	rec	46.08	47.18
4	6	مُحْدَثٍ	مُحْدَثٍ	1.00	1.00	rec	47.30	48.06
4	7	إِلَّا	إِلَّا	1.00	1.00	rec	48.40	48.84
4	8	كَانُوا۟	كَانُوا	1.00	1.00	rec	49.12	49.72
4	9	عَنْهُ	عَنْهُ	1.00	1.00	rec	50.06	50.54
4	10	مُعْرِضِينَ	مُعْرِضِينَ	1.00	1.00	rec	50.70	52.52
5	0	فَقَدْ	فَقَدْ	1.00	1.00	rec	53.60	54.08
5	1	كَذَّبُوا۟	كَذَّبُوا	1.00	1.00	rec	54.26	54.92
5	2	فَسَيَأْتِيهِمْ	فَسَيَأْتِيهِمْ	1.00	1.00	rec	55.28	57.04
5	3	أَنۢبَٰٓؤُا۟	أَنْبَاءُ	0.67	1.00	rec	57.12	59.54
5	4	مَا	مَا	1.00	1.00	rec	59.68	59.82
5	5	كَانُوا۟	كَانُوا	1.00	1.00	rec	60.14	60.66
5	6	بِهِۦ	بِهِ	0.67	0.85	rec	61.00	61.30
5	7	يَسْتَهْزِءُونَ	يَسْتَهْزِئُونَ	0.88	1.00	rec	61.68	63.90
6	0	أَوَلَمْ	أَوَلَمْ	1.00	1.00	rec	64.84	65.46
6	1	يَرَوْا۟	يَرَوْا	1.00	1.00	rec	65.56	65.96
6	2	إِلَى	إِلَى	1.00	1.00	rec	66.10	66.34
6	3	ٱلْأَرْضِ	الْأَرْضِ	1.00	1.00	rec	66.40	67.04
6	4	كَمْ	كَمْ	1.00	1.00	rec	67.26	67.62
6	5	أَنۢبَتْنَا	أَنْبَتْنَا	1.00	1.00	rec	67.70	69.34
6	6	فِيهَا	فِيهَا	1.00	1.00	rec	69.84	70.40
6	7	مِن	مِنْ	1.00	1.00	rec	70.78	71.56
6	8	كُلِّ	كُلِّ	1.00	1.00	rec	71.68	72.06
6	9	زَوْجٍۢ	زَوْجٍ	1.00	1.00	rec	72.20	72.70
6	10	كَرِيمٍ	كَرِيمٍ	1.00	0.93	rec	73.40	74.86
7	0	إِنَّ	إِنَّ	1.00	1.00	rec	75.78	76.86
7	1	فِى	فِي	0.50	1.00	rec	77.02	77.18
7	2	ذَٰلِكَ	ذَٰلِكَ	1.00	1.00	rec	77.46	78.24
7	3	لَءَايَةًۭۖ	لَآيَةً	0.80	1.00	rec	78.38	79.32
7	4	وَمَا	وَمَا	1.00	1.00	rec	79.82	80.16
7	5	كَانَ	كَانَ	1.00	1.00	rec	80.46	81.00
7	6	أَكْثَرُهُم	أَكْثَرُهُمْ	1.00	1.00	rec	81.10	82.50
7	7	مُّؤْمِنِينَ	مُؤْمِنِينَ	1.00	1.00	rec	82.56	84.22
8	0	وَإِنَّ	وَإِنَّ	1.00	1.00	rec	85.10	86.10
8	1	رَبَّكَ	رَبَّكَ	1.00	0.92	rec	86.22	86.86
8	2	لَهُوَ	لَهْوَ	1.00	1.00	rec	86.98	87.40
8	3	ٱلْعَزِيزُ	الْعَزِيزُ	1.00	1.00	rec	87.46	88.52
8	4	ٱلرَّحِيمُ	الرَّحِيمُ	1.00	1.00	rec	88.58	90.36
9	0	وَإِذْ	وَإِذْ	1.00	1.00	rec	91.46	91.98
9	1	نَادَىٰ	نعَادَىٰ	0.83	0.97	rec	92.10	92.72
9	2	رَبُّكَ	رَبُّكَ	1.00	0.98	rec	93.02	93.70
9	3	مُوسَىٰٓ	مُوسَىٰ	1.00	1.00	rec	93.86	94.44
9	4	أَنِ	أَنِ	1.00	0.93	rec	95.22	95.50
9	5	ٱئْتِ		0.00	0.20	forced	95.56	95.92
9	6	ٱلْقَوْمَ	الْقَوْمَ	1.00	1.00	rec	95.98	96.80
9	7	ٱلظَّٰلِمِينَ	الظَّالِمِينَ	1.00	1.00	rec	96.86	98.92
10	0	قَوْمَ	قَوْمَ	1.00	1.00	rec	99.74	100.14
10	1	فِرْعَوْنَۚ	فِرْعَوْنَ	1.00	1.00	rec	100.30	101.14
10	2	أَلَا	أَلَا	1.00	1.00	rec	101.28	101.62
10	3	يَتَّقُونَ	يَتَّقُونَ	1.00	1.00	rec	101.98	103.98
11	0	قَالَ	قَالَ	1.00	1.00	rec	105.10	105.54
11	1	رَبِّ	رَبِّ	1.00	0.99	rec	105.66	106.06
11	2	إِنِّىٓ	إِنِّيَ	0.67	0.96	rec	106.22	107.30
11	3	أَخَافُ	أَخَافُ	1.00	1.00	rec	107.46	108.40
11	4	أَن	أَنْ	1.00	1.00	rec	108.60	109.38
11	5	يُكَذِّبُونِ	يُكَذِّبُونِ	1.00	1.00	rec	109.42	111.42
12	0	وَيَضِيقُ	وَيَضِيقُ	1.00	1.00	rec	112.34	113.32
12	1	صَدْرِى	صَدْرِي	0.75	1.00	rec	113.50	113.98
12	2	وَلَا	وَلَا	1.00	1.00	rec	114.30	114.66
12	3	يَنطَلِقُ	يَنْطَلِقُ	1.00	1.00	rec	115.02	116.22
12	4	لِسَانِى	لِسَانِي	0.80	1.00	rec	116.36	117.22
12	5	فَأَرْسِلْ	فَأَرْسِلْ	1.00	1.00	rec	117.58	118.58
12	6	إِلَىٰ	إِلَىٰ	1.00	0.95	rec	118.66	119.00
12	7	هَٰرُونَ	هَارُونَ	1.00	1.00	rec	119.28	120.72
13	0	وَلَهُمْ	وَلَهُمْ	1.00	1.00	rec	121.68	122.28
13	1	عَلَىَّ	عَلَيَّ	0.67	1.00	rec	122.36	122.98
13	2	ذَنۢبٌۭ	ذَنْبٌ	1.00	1.00	rec	123.12	124.18
13	3	فَأَخَافُ	فَأَخَافُ	1.00	0.99	rec	124.92	126.02
13	4	أَن	أَنْ	1.00	1.00	rec	126.20	127.04
13	5	يَقْتُلُونِ	يَقْتُلُونِ	1.00	1.00	rec	127.08	128.88
14	0	قَالَ	قَالَ	1.00	1.00	rec	129.56	130.08
14	1	كَلَّاۖ	كَلَّا	1.00	1.00	rec	130.28	130.80
14	2	فَٱذْهَبَا	فَاذْهَبَا	1.00	1.00	rec	131.20	131.90
14	3	بِـَٔايَٰتِنَآۖ	بِآيَاتِنَا	1.00	1.00	rec	132.24	133.60
14	4	إِنَّا	إِنَّا	1.00	1.00	rec	134.14	135.14
14	5	مَعَكُم	مَعَكُمْ	1.00	1.00	rec	135.48	136.70
14	6	مُّسْتَمِعُونَ	مُسْتَمِعُونَ	1.00	0.97	rec	136.76	138.74
15	0	فَأْتِيَا	فَأْتِيَا	1.00	1.00	rec	139.74	140.38
15	1	فِرْعَوْنَ	فِرْعَوْنَ	1.00	1.00	rec	140.74	141.74
15	2	فَقُولَآ	فَقُولَع	0.80	0.86	rec	141.94	142.72
15	3	إِنَّا	إِنَّا	1.00	1.00	rec	143.12	144.20
15	4	رَسُولُ	رَسُولُ	1.00	1.00	rec	144.56	145.34
15	5	رَبِّ	رَبِّ	1.00	1.00	rec	145.46	145.92
15	6	ٱلْعَٰلَمِينَ	الْعَالَمِينَ	1.00	1.00	rec	145.98	147.92
16	0	أَنْ	أَنْ	1.00	1.00	rec	148.80	149.12
16	1	أَرْسِلْ	أَرْسِلْ	1.00	1.00	rec	149.24	149.94
16	2	مَعَنَا	مَعَنَا	1.00	1.00	rec	150.02	150.50
16	3	بَنِىٓ	بَنِي	0.67	1.00	rec	150.74	151.06
16	4	إِسْرَٰٓءِيلَ	إِسْرَائِيلَ	0.86	1.00	rec	151.82	155.10
17	0	قَالَ	قَالَ	1.00	1.00	rec	156.06	156.46
17	1	أَلَمْ	عَلَمْ	0.67	1.00	rec	156.58	157.10
17	2	نُرَبِّكَ	نُرَبِّكَ	1.00	0.95	rec	157.18	158.08
17	3	فِينَا	فِينَعَى	0.60	0.89	rec	158.30	159.12
17	4	وَلِيدًۭا	وَلِيدًا	1.00	1.00	rec	159.36	160.14
17	5	وَلَبِثْتَ	وَلَبِثْتَ	1.00	0.98	rec	160.66	161.56
17	6	فِينَا	فِينَا	1.00	1.00	rec	161.72	162.34
17	7	مِنْ	مِنْ	1.00	1.00	rec	162.74	163.06
17	8	عُمُرِكَ	عُمُرِكَ	1.00	0.99	rec	163.16	163.92
17	9	سِنِينَ	سِنِينَ	1.00	1.00	rec	164.06	165.44
18	0	وَفَعَلْتَ	وَفَعَلْتَ	1.00	1.00	rec	166.36	167.24
18	1	فَعْلَتَكَ	فَعْلَتَكَ	1.00	0.97	rec	167.44	168.32
18	2	ٱلَّتِى	الَّتِي	0.75	1.00	rec	168.38	168.98
18	3	فَعَلْتَ	فَعَلْتَ	1.00	1.00	rec	169.28	169.98
18	4	وَأَنتَ	وَأَنْتَ	1.00	1.00	rec	170.08	171.30
18	5	مِنَ	مِنَ	1.00	1.00	rec	171.44	171.70
18	6	ٱلْكَٰفِرِينَ	الْكَافِرِينَ	1.00	1.00	rec	171.76	174.20
19	0	قَالَ	قَالَ	1.00	0.97	rec	175.28	175.78
19	1	فَعَلْتُهَآ	فَعَلْتُهَا	1.00	1.00	rec	176.00	177.02
19	2	إِذًۭا	إِذًا	1.00	1.00	rec	177.64	177.98
19	3	وَأَنَا۠	وَأَنَا	1.00	1.00	rec	178.74	179.30
19	4	مِنَ	مِنَ	1.00	0.98	rec	179.40	179.66
19	5	ٱلضَّآلِّينَ	الضَّالِّينَ	1.00	0.92	rec	179.74	184.14
20	0	فَفَرَرْتُ	فَفَرَرْتُ	1.00	1.00	rec	184.98	185.90
20	1	مِنكُمْ	مِنْكُمْ	1.00	1.00	rec	186.06	187.32
20	2	لَمَّا	لَمَّا	1.00	0.95	rec	187.44	188.34
20	3	خِفْتُكُمْ	خِفْتُكُمْ	1.00	0.94	rec	188.82	189.94
20	4	فَوَهَبَ	فَوَهَبَ	1.00	1.00	rec	190.06	190.82
20	5	لِى	لِي	0.50	1.00	rec	190.98	191.12
20	6	رَبِّى	رَبِّي	0.67	0.99	rec	191.38	191.86
20	7	حُكْمًۭا	حُكْمًا	1.00	1.00	rec	192.22	192.72
20	8	وَجَعَلَنِى	وَجَعَلَنِي	0.83	1.00	rec	193.48	194.40
