group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.17
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.17	0.34
isti	2	مِنَ		0.00	0.00	spread	0.34	0.52
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.52	0.69
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.69	0.86
header	0	بِسۡمِ	بِسْمِ	1.00	0.94	rec	0.86	1.12
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.16	1.78
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.99	rec	1.80	3.02
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.06	4.24
1	0	وَٱلتِّينِ	وَالتِّينِ	1.00	1.00	rec	5.10	5.90
1	1	وَٱلزَّيْتُونِ	وَالزَّيْتُونِ	1.00	0.97	rec	6.02	7.20
2	0	وَطُورِ	وَطُورِ	1.00	0.96	rec	7.34	8.06
2	1	سِينِينَ	سِينِينَ	1.00	1.00	rec	8.26	9.22
3	0	وَهَٰذَا	وَهَـٰذَا	1.00	1.00	rec	9.34	10.18
3	1	ٱلْبَلَدِ	الْبَلَدِ	1.00	1.00	rec	10.22	10.88
3	2	ٱلْأَمِينِ	الْأَمِينِ	1.00	1.00	rec	10.94	12.48
4	0	لَقَدْ	لَقَدْ	1.00	1.00	rec	13.22	13.68
4	1	خَلَقْنَا	خَلَقْنَا	1.00	1.00	rec	13.82	14.48
4	2	ٱلْإِنسَٰنَ	الْإِنْسَانَ	1.00	1.00	rec	14.52	16.00
4	3	فِىٓ	فِي	1.00	1.00	rec	16.20	16.36
4	4	أَحْسَنِ	أَحْسَنِ	1.00	1.00	rec	16.74	17.48
4	5	تَقْوِيمٍۢ	تَقْوِيمٍ	1.00	1.00	rec	17.66	19.08
5	0	ثُمَّ	ثُمَّ	1.00	1.00	rec	19.80	20.72
5	1	رَدَدْنَٰهُ	رَدَدْنَعهُ	0.83	0.95	rec	20.86	21.96
5	2	أَسْفَلَ	أَسْفَلَ	1.00	1.00	rec	22.10	22.66
5	3	سَٰفِلِينَ	سَافِلِينَ	1.00	0.97	rec	22.82	24.30
6	0	إِلَّا	إِلَّا	1.00	1.00	rec	24.94	25.38
6	1	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	25.42	26.20
6	2	ءَامَنُوا۟	آمَنُوا	0.83	1.00	rec	26.34	27.06
6	3	وَعَمِلُوا۟	وَعَمِلُوا	1.00	1.00	rec	27.32	28.00
6	4	ٱلصَّٰلِحَٰتِ	الصَّالِحَاتِ	1.00	1.00	rec	28.06	29.58
6	5	فَلَهُمْ	فَلَهُمْ	1.00	1.00	rec	29.70	30.36
6	6	أَجْرٌ	أَجْرٌ	1.00	1.00	rec	30.48	30.92
6	7	غَيْرُ	غَيْرُ	1.00	1.00	rec	31.22	31.60
6	8	مَمْنُونٍۢ	مَمْنُونٍ	1.00	1.00	rec	31.72	33.16
7	0	فَمَا	فَمَا	1.00	1.00	rec	33.72	34.04
7	1	يُكَذِّبُكَ	يُكَذِّبُكَ	1.00	1.00	rec	34.32	35.48
7	2	بَعْدُ	بَعْدُ	1.00	1.00	rec	35.62	36.08
7	3	بِٱلدِّينِ	بِالدِّينِ	1.00	0.98	rec	36.20	37.08
8	0	أَلَيْسَ	أَلَيْسَ	1.00	1.00	rec	37.24	38.00
8	1	ٱللَّهُ	اللَّهُ	1.00	1.00	rec	38.06	38.84
8	2	بِأَحْكَمِ	بِأَحْكَمِ	1.00	1.00	rec	39.04	39.92
8	3	ٱلْحَٰكِمِينَ	الْحَاكِمِينَ	1.00	0.97	rec	39.98	42.48
