group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.24
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.24	0.47
isti	2	مِنَ		0.00	0.00	spread	0.47	0.71
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.71	0.94
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.94	1.18
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.18	1.44
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.48	2.04
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.95	rec	2.08	3.26
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.30	4.84
1	0	سَبِّحِ	سَبِّحِ	1.00	0.92	rec	5.60	6.16
1	1	ٱسْمَ	اسْمَ	1.00	1.00	rec	6.22	6.50
1	2	رَبِّكَ	رَبِّكَ	1.00	1.00	rec	6.62	7.18
1	3	ٱلْأَعْلَى	الْأَعْلَى	1.00	1.00	rec	7.24	8.02
2	0	ٱلَّذِى	الَّذِي	0.75	0.99	rec	9.10	9.62
2	1	خَلَقَ	خَلَقَ	1.00	1.00	rec	9.96	10.48
2	2	فَسَوَّىٰ	فَسَوَّىٰ	1.00	1.00	rec	10.62	11.42
3	0	وَٱلَّذِى	وَالَّذِي	0.80	1.00	rec	11.74	12.38
3	1	قَدَّرَ	قَدَّرَ	1.00	1.00	rec	12.74	13.38
3	2	فَهَدَىٰ	فَهَدَىٰ	1.00	0.97	rec	13.58	14.20
4	0	وَٱلَّذِىٓ	وَالَّذِي	0.80	0.93	rec	15.32	15.94
4	1	أَخْرَجَ	أَخْرَجَ	1.00	1.00	rec	16.38	17.02
4	2	ٱلْمَرْعَىٰ	الْمَرْعَىٰ	1.00	1.00	rec	17.08	17.88
5	0	فَجَعَلَهُۥ	فَجَعَلَهُ	0.83	1.00	rec	18.28	19.28
5	1	غُثَآءً	غُثَاءً	1.00	1.00	rec	19.64	21.72
5	2	أَحْوَىٰ	أَحْوَىٰ	1.00	1.00	rec	22.10	22.56
