group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.34
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.34	0.67
isti	2	مِنَ		0.00	0.00	spread	0.67	1.01
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	1.01	1.34
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.34	1.68
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.68	1.96
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	2.00	2.54
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	2.58	3.86
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	0.98	rec	3.90	5.20
1	0	لَمْ	لَمْ	1.00	1.00	rec	6.18	6.42
1	1	يَكُنِ	يَكُنِ	1.00	1.00	rec	6.48	6.92
1	2	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	6.98	7.70
1	3	كَفَرُوا۟	كَفَرُوا	1.00	1.00	rec	7.86	8.40
1	4	مِنْ	مِنْ	1.00	1.00	rec	8.76	9.02
1	5	أَهْلِ	أَهْلِ	1.00	0.96	rec	9.10	9.48
1	6	ٱلْكِتَٰبِ	الْكِتَابِ	1.00	0.98	rec	9.52	10.50
1	7	وَٱلْمُشْرِكِينَ	وَالْمُشْرِكِينَ	1.00	1.00	rec	10.60	11.84
1	8	مُنفَكِّينَ	مُنْفَكِّينَ	1.00	1.00	rec	11.98	13.70
1	9	حَتَّىٰ	حَتَّىٰ	1.00	1.00	rec	13.86	14.38
1	10	تَأْتِيَهُمُ	تَأْتِيَهُمُ	1.00	1.00	rec	14.84	15.86
1	11	ٱلْبَيِّنَةُ	الْبَيِّنَةُ	1.00	1.00	rec	15.92	16.96
2	0	رَسُولٌۭ	رَسُولٌ	1.00	1.00	rec	17.90	18.58
2	1	مِّنَ	مِنَ	1.00	1.00	rec	19.24	19.48
2	2	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	19.52	20.26
2	3	يَتْلُوا۟	يَتْلُو	0.80	1.00	rec	20.36	20.82
2	4	صُحُفًۭا	صُحُفًا	1.00	1.00	rec	21.14	21.74
2	5	مُّطَهَّرَةًۭ	مُطَهَّرَةً	1.00	1.00	rec	22.40	23.42
3	0	فِيهَا	فِيهَا	1.00	1.00	rec	24.34	24.84
3	1	كُتُبٌۭ	كُتُبٌ	1.00	1.00	rec	25.22	25.68
3	2	قَيِّمَةٌۭ	قَيِّمَةٌ	1.00	1.00	rec	26.52	27.32
4	0	وَمَا	وَمَا	1.00	1.00	rec	28.22	28.44
4	1	تَفَرَّقَ	تَفَرَّقَ	1.00	1.00	rec	28.62	29.24
4	2	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	29.30	29.92
4	3	أُوتُوا۟	أُوتُوا	1.00	1.00	rec	30.04	30.48
4	4	ٱلْكِتَٰبَ	الْكِتَابَ	1.00	0.96	rec	30.54	31.34
4	5	إِلَّا	إِلَّا	1.00	1.00	rec	31.44	31.88
4	6	مِنۢ	مِنْ	1.00	1.00	rec	32.14	32.82
4	7	بَعْدِ	بَعْدِ	1.00	0.97	rec	32.88	33.28
4	8	مَا	مَا	1.00	1.00	rec	33.44	33.56
4	9	جَآءَتْهُمُ	جَاءَتْهُمُ	1.00	1.00	rec	33.80	35.90
4	10	ٱلْبَيِّنَةُ	الْبَيِّنَةُ	1.00	1.00	rec	35.96	36.98
5	0	وَمَآ	وَمَا	1.00	1.00	rec	37.90	38.22
5	1	أُمِرُوٓا۟	أُمِرُوا	1.00	1.00	rec	38.66	39.16
5	2	إِلَّا	إِلَّا	1.00	0.89	rec	39.56	40.00
5	3	لِيَعْبُدُوا۟	لِيَعْبُدُوا	1.00	0.94	rec	40.32	41.18
