group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.22
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.22	0.45
isti	2	مِنَ		0.00	0.00	spread	0.45	0.67
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.67	0.90
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.90	1.12
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.12	1.38
header	1	ٱللَّهِ	اللَّهِ	1.00	0.99	rec	1.42	1.86
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.95	rec	1.88	3.08
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.12	4.52
1	0	إِنَّآ	إِنَّا	1.00	1.00	rec	5.40	6.38
1	1	أَنزَلْنَٰهُ	أَنْزَلْنَاهُ	1.00	1.00	rec	6.94	8.44
1	2	فِى	فِي	1.00	1.00	rec	8.66	8.80
1	3	لَيْلَةِ	لَيْلَةِ	1.00	1.00	rec	9.14	9.74
1	4	ٱلْقَدْرِ	الْقَدْرِ	1.00	1.00	rec	9.80	10.50
2	0	وَمَآ	وَمَا	1.00	1.00	rec	11.26	11.60
2	1	أَدْرَىٰكَ	أَدْرِيكَ	0.83	1.00	rec	12.12	12.88
2	2	مَا	مَا	1.00	1.00	rec	13.02	13.14
2	3	لَيْلَةُ	لَيْلَةُ	1.00	1.00	rec	13.50	14.16
2	4	ٱلْقَدْرِ	الْقَدْرِ	1.00	1.00	rec	14.22	14.90
3	0	لَيْلَةُ	لَيْلَةُ	1.00	1.00	rec	15.78	16.44
3	1	ٱلْقَدْرِ	الْقَدْرِ	1.00	1.00	rec	16.52	17.20
3	2	خَيْرٌۭ	خَيْرٌ	1.00	1.00	rec	17.44	17.98
3	3	مِّنْ	مِنْ	1.00	1.00	rec	18.82	19.16
3	4	أَلْفِ	أَلْفِ	1.00	1.00	rec	19.24	19.74
3	5	شَهْرٍۢ	سَهْرٍ	0.67	0.94	rec	19.94	20.40
4	0	تَنَزَّلُ	تَنَزَّلُ	1.00	1.00	rec	21.20	21.88
4	1	ٱلْمَلَٰٓئِكَةُ	الْمَلَائِكَةُ	1.00	1.00	rec	21.94	24.46
4	2	وَٱلرُّوحُ	وَالرُّوحُ	1.00	1.00	rec	24.58	25.42
4	3	فِيهَا	فِيهَا	1.00	1.00	rec	25.64	26.18
4	4	بِإِذْنِ	بِإِذْنِ	1.00	1.00	rec	26.56	27.26
4	5	رَبِّهِم	رَبِّهِمْ	1.00	0.98	rec	27.40	28.68
4	6	مِّن	مِنْ	1.00	1.00	rec	28.74	29.40
4	7	كُلِّ	كُلِّ	1.00	0.88	rec	29.52	29.98
4	8	أَمْرٍۢ	أَمْرٍ	1.00	1.00	rec	30.14	30.60
5	0	سَلَٰمٌ	سَلَامٌ	1.00	1.00	rec	31.38	32.18
5	1	هِىَ	هِيَ	1.00	1.00	rec	32.60	32.90
5	2	حَتَّىٰ	حَتَّىٰ	1.00	1.00	rec	33.06	33.62
5	3	مَطْلَعِ	مَطْلَعِ	1.00	1.00	rec	34.00	34.74
5	4	ٱلْفَجْرِ	الْفَجْرِ	1.00	1.00	rec	34.82	35.84
