group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.22
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.22	0.45
isti	2	مِنَ		0.00	0.00	spread	0.45	0.67
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.67	0.90
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.90	1.12
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.12	1.38
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.40	1.84
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	1.88	3.08
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	0.97	rec	3.10	4.46
1	0	وَٱلنَّٰزِعَٰتِ	وَالنَّازِعَاتِ	1.00	1.00	rec	5.36	7.70
1	1	غَرْقًۭا	غَرْقًا	1.00	1.00	rec	7.86	8.42
2	0	وَٱلنَّٰشِطَٰتِ	وَالنَّاشِطَاتِ	1.00	1.00	rec	9.46	11.78
2	1	نَشْطًۭا	نَشْطًا	1.00	1.00	rec	11.90	12.44
3	0	وَٱلسَّٰبِحَٰتِ	وَالسَّابِحَاتِ	1.00	0.99	rec	13.58	14.98
3	1	سَبْحًۭا	سَبْحًا	1.00	1.00	rec	15.12	15.70
4	0	فَٱلسَّٰبِقَٰتِ	فَالسَّابِقَاتِ	1.00	1.00	rec	16.36	17.92
4	1	سَبْقًۭا	سَبْقًا	1.00	0.98	rec	18.06	18.64
5	0	فَٱلْمُدَبِّرَٰتِ	فَالْمُدَبِّرَاتِ	1.00	0.94	rec	19.72	21.54
5	1	أَمْرًۭا	أَمْرًا	1.00	1.00	rec	21.70	22.18
6	0	يَوْمَ	يَوْمَ	1.00	1.00	rec	23.34	23.64
6	1	تَرْجُفُ	تَرْجُفُ	1.00	1.00	rec	23.78	24.36
6	2	ٱلرَّاجِفَةُ	الرَّاجِفَةُ	1.00	0.99	rec	24.44	25.66
7	0	تَتْبَعُهَا	تَتْبَعُهَا	1.00	0.94	rec	26.44	27.30
7	1	ٱلرَّادِفَةُ	الرَّادِفَةُ	1.00	1.00	rec	27.36	28.58
8	0	قُلُوبٌۭ	قُلُوبٌ	1.00	1.00	rec	29.42	30.14
8	1	يَوْمَئِذٍۢ	يَوْمَئِذٍ	1.00	1.00	rec	30.92	31.70
8	2	وَاجِفَةٌ	وَاجِفَةٌ	1.00	0.98	rec	32.42	33.38
9	0	أَبْصَٰرُهَا	أَبْصَارُهَا	1.00	0.99	rec	34.22	35.38
9	1	خَٰشِعَةٌۭ	خَاشِعَةٌ	1.00	1.00	rec	35.76	36.72
10	0	يَقُولُونَ	يَقُولُونَ	1.00	1.00	rec	37.64	38.84
10	1	أَءِنَّا	آيِنَّا	0.75	1.00	rec	39.02	40.70
10	2	لَمَرْدُودُونَ	لَمَرْدُودُونَ	1.00	0.99	rec	41.04	42.40
10	3	فِى	فِي	0.50	1.00	rec	42.56	42.68
10	4	ٱلْحَافِرَةِ	الْحَافِرَةِ	1.00	1.00	rec	42.74	44.02
11	0	أَءِذَا	أَإِذَا	0.75	0.91	rec	45.10	45.86
11	1	كُنَّا	كُنَّا	1.00	1.00	rec	46.20	47.44
11	2	عِظَٰمًۭا	عِظَامًا	1.00	0.99	rec	47.76	48.56
11	3	نَّخِرَةًۭ	نَخِرَةً	1.00	0.99	rec	49.50	50.16
12	0	قَالُوا۟	قَالُوا	1.00	1.00	rec	50.94	51.56
12	1	تِلْكَ	تِلْكَ	1.00	1.00	rec	51.96	52.46
12	2	إِذًۭا	إِذًا	1.00	1.00	rec	52.60	52.94
