group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.24
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.24	0.47
isti	2	مِنَ		0.00	0.00	spread	0.47	0.71
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.71	0.94
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.94	1.18
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.18	1.40
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.44	1.88
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.94	rec	1.92	2.86
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	0.98	rec	2.90	4.50
1	0	طه۪ۚ	طَاهِمَا⌐	0.80	0.97	rec	5.96	6.61
1	1	مَآ	طَاهِمَا¬	0.80	0.97	rec	6.61	7.26
1	2	أَنزَلْنَا	أَنْزَلْنَا	1.00	0.98	rec	8.20	9.46
1	3	عَلَيْكَ	عَلَيْكَ	1.00	1.00	rec	9.68	10.34
1	4	ٱلْقُرْءَانَ	الْقُرْآنَ	0.86	1.00	rec	10.40	11.66
1	5	لِتَشْقَىٰٓ	لِتَشْقَىٰ	1.00	1.00	rec	11.78	12.66
2	0	إِلَّا	إِلَّا	1.00	1.00	rec	14.02	14.36
2	1	تَذْكِرَةًۭ	تَذْكِرَةً	1.00	1.00	rec	14.54	15.38
2	2	لِّمَن	لِمَنْ	1.00	1.00	rec	15.66	16.92
2	3	يَخْشَىٰ	يَخْشَىٰ	1.00	1.00	rec	16.98	17.48
3	0	تَنزِيلًۭا	تَنْزِيلًا	1.00	1.00	rec	18.84	20.12
3	1	مِّمَّنْ	مِمَّنْ	1.00	1.00	rec	20.66	21.62
3	2	خَلَقَ	خَلَقَ	1.00	1.00	rec	21.74	22.22
3	3	ٱلْأَرْضَ	الْأَرْضَ	1.00	1.00	rec	22.28	22.90
3	4	وَٱلسَّمَٰوَٰتِ	وَالسَّمَاوَاتِ	1.00	1.00	rec	23.00	24.62
