group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.24
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.24	0.49
isti	2	مِنَ		0.00	0.00	spread	0.49	0.73
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.73	0.98
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.98	1.22
header	0	بِسۡمِ	بِسْمِ	1.00	0.90	rec	1.22	1.48
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.50	1.98
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.98	rec	2.02	3.12
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.16	4.26
1	0	وَيْلٌۭ	وَيْلٌ	1.00	1.00	rec	6.04	6.54
1	1	لِّلْمُطَفِّفِينَ	لِلْمُطَفِّفِينَ	1.00	1.00	rec	6.80	9.10
2	0	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	10.38	10.98
2	1	إِذَا	إِذَا	1.00	1.00	rec	11.10	11.34
2	2	ٱكْتَالُوا۟	اكْتَعلُوا	0.86	0.98	rec	11.40	12.12
2	3	عَلَى	عَلَى	1.00	1.00	rec	12.38	12.64
2	4	ٱلنَّاسِ	النَّاسِ	1.00	1.00	rec	12.68	13.80
2	5	يَسْتَوْفُونَ	يَسْتَوْفُونَ	1.00	1.00	rec	13.90	15.76
3	0	وَإِذَا	وَإِذَا	1.00	1.00	rec	16.44	16.84
3	1	كَالُوهُمْ	كَالُوهُمْ	1.00	0.96	rec	17.08	18.04
3	2	أَو	أَوْ	1.00	1.00	rec	18.14	18.40
3	3	وَّزَنُوهُمْ	وَزَنُوهُمْ	1.00	0.94	rec	18.46	19.48
3	4	يُخْسِرُونَ	يُخْسِرُونَ	1.00	1.00	rec	19.56	21.24
4	0	أَلَا	أَلَا	1.00	1.00	rec	21.98	22.28
4	1	يَظُنُّ	يَظُنُّ	1.00	1.00	rec	22.52	23.64
4	2	أُو۟لَٰٓئِكَ	أُولَـٰئِكَ	1.00	1.00	rec	23.74	26.06
4	3	أَنَّهُم	أَنَّهُمْ	1.00	1.00	rec	26.16	27.72
4	4	مَّبْعُوثُونَ	مَبْعُوثُونَ	1.00	1.00	rec	27.76	28.98
5	0	لِيَوْمٍ	لِيَوْمٍ	1.00	1.00	rec	29.08	29.76
5	1	عَظِيمٍۢ	عَظِيمٍ	1.00	1.00	rec	30.08	31.36
6	0	يَوْمَ	يَوْمَ	1.00	1.00	rec	32.04	32.36
6	1	يَقُومُ	يَقُومُ	1.00	1.00	rec	32.46	33.08
6	2	ٱلنَّاسُ	النَّاسُ	1.00	1.00	rec	33.16	34.58
6	3	لِرَبِّ	لِرَبِّ	1.00	0.99	rec	34.70	35.24
6	4	ٱلْعَٰلَمِينَ	الْعَالَمِينَ	1.00	1.00	rec	35.30	37.14
7	0	كَلَّآ	كَلَّا	1.00	1.00	rec	38.12	38.56
7	1	إِنَّ	إِنَّ	1.00	1.00	rec	38.82	39.54
7	2	كِتَٰبَ	كِتَابَ	1.00	1.00	rec	39.72	40.38
7	3	ٱلْفُجَّارِ	الْفُجَّارِ	1.00	0.96	rec	40.44	41.46
7	4	لَفِى	لَفِي	0.67	1.00	rec	41.60	41.96
7	5	سِجِّينٍۢ	سِيِّينَ	0.75	0.92	rec	42.18	43.58
8	0	وَمَآ	وَمَا	1.00	1.00	rec	44.58	44.92
8	1	أَدْرَىٰكَ	أَدْرِيكَ	0.67	0.99	rec	45.28	46.10
8	2	مَا	مَا	1.00	1.00	rec	46.24	46.36
8	3	سِجِّينٌۭ	سِيِّينَ	0.75	0.97	rec	46.74	48.62
9	0	كِتَٰبٌۭ	كِتَابٌ	1.00	1.00	rec	49.08	50.06
9	1	مَّرْقُومٌۭ	مَرْقُومٌ	1.00	1.00	rec	50.60	51.86
10	0	وَيْلٌۭ	وَيْلٌ	1.00	0.99	rec	52.56	53.04
10	1	يَوْمَئِذٍۢ	يَوْمَئِذٍ	1.00	1.00	rec	53.76	54.54
10	2	لِّلْمُكَذِّبِينَ	لِلْمُكَذِّبِينَ	1.00	1.00	rec	54.84	56.36
11	0	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	56.40	57.24
11	1	يُكَذِّبُونَ	يُكَذِّبُونَ	1.00	1.00	rec	57.32	58.52
11	2	بِيَوْمِ	بِيَوْمِ	1.00	1.00	rec	58.62	59.22
11	3	ٱلدِّينِ	الدِّينِ	1.00	1.00	rec	59.28	60.60
12	0	وَمَا	وَمَا	1.00	1.00	rec	61.28	61.58
12	1	يُكَذِّبُ	يُكَذِّبُ	1.00	1.00	rec	61.78	62.60
12	2	بِهِۦٓ	بِهِ	0.67	1.00	rec	62.76	63.08
12	3	إِلَّا	إِلَّا	1.00	1.00	rec	63.48	64.04
12	4	كُلُّ	كُلُّ	1.00	1.00	rec	64.50	64.98
12	5	مُعْتَدٍ	مُعْتَدٍ	1.00	0.95	rec	65.14	65.88
12	6	أَثِيمٍ	أَثِيمٍ	1.00	1.00	rec	66.18	66.96
13	0	إِذَا	إِذَا	1.00	1.00	rec	67.28	67.62
13	1	تُتْلَىٰ	تُتْلَىٰ	1.00	1.00	rec	68.02	68.50
13	2	عَلَيْهِ	عَلَيْهِ	1.00	1.00	rec	68.80	69.52
13	3	ءَايَٰتُنَا	آيَعَاتُنَا	0.71	0.92	rec	69.70	71.00
13	4	قَالَ	قَالَ	1.00	1.00	rec	71.34	71.94
13	5	أَسَٰطِيرُ	أَسَاطِيرُ	1.00	1.00	rec	72.08	73.42
13	6	ٱلْأَوَّلِينَ	الْأَوَّلِينَ	1.00	1.00	rec	73.50	75.60
14	0	كَلَّاۖ	كَلَّا	1.00	1.00	rec	77.10	77.60
14	1	بَلْۜ		0.00	0.00	forced	77.90	78.00
14	2	رَانَ	بَرَّانَ	0.75	0.95	rec	78.00	78.86
14	3	عَلَىٰ	عَلَىٰ	1.00	1.00	rec	78.98	79.28
14	4	قُلُوبِهِم	قُلُوبِهِمْ	1.00	1.00	rec	79.60	81.04
14	5	مَّا	مَا	1.00	1.00	rec	81.10	81.24
14	6	كَانُوا۟	كَانُوا	1.00	1.00	rec	81.60	82.18
14	7	يَكْسِبُونَ	يَكْسِبُونَ	1.00	0.99	rec	82.54	84.06
15	0	كَلَّآ	كَلَّا	1.00	1.00	rec	84.94	85.42
15	1	إِنَّهُمْ	إِنَّهُمْ	1.00	1.00	rec	85.88	87.14
