group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	forced	0.00	0.18
isti	1	بِٱللَّهِ		0.00	0.00	forced	0.34	1.18
isti	2	مِنَ		0.00	0.00	forced	1.20	1.30
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	forced	1.32	1.56
isti	4	ٱلرَّجِيمِ		0.00	0.00	forced	1.58	2.20
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	2.20	2.48
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	2.50	3.06
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	3.10	4.18
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	4.22	5.92
1	0	يَٰٓأَيُّهَا	يَا+أَيُّهَا	1.00	1.00	rec	7.80	9.20
1	1	ٱلنَّبِىُّ	النَّبِيُّ	0.80	0.99	rec	9.24	10.52
1	2	ٱتَّقِ	اتَّقِ	1.00	1.00	rec	10.58	11.12
1	3	ٱللَّهَ	اللَّهَ	1.00	1.00	rec	11.18	11.88
1	4	وَلَا	وَلَا	1.00	1.00	rec	12.02	12.36
1	5	تُطِعِ	تُطِعِ	1.00	1.00	rec	12.68	13.18
1	6	ٱلْكَٰفِرِينَ	الْكَافِرِينَ	1.00	1.00	rec	13.26	14.54
1	7	وَٱلْمُنَٰفِقِينَۗ	وَالْمُنَافِقِينَ	1.00	1.00	rec	14.64	16.26
1	8	إِنَّ	إِنَّ	1.00	1.00	rec	16.40	17.30
1	9	ٱللَّهَ	اللَّهَ	1.00	1.00	rec	17.36	18.06
1	10	كَانَ	كَانَ	1.00	1.00	rec	18.28	18.78
1	11	عَلِيمًا	عَلِيمًا	1.00	1.00	rec	18.88	19.74
1	12	حَكِيمًۭا	حَكِيمًا	1.00	1.00	rec	20.08	20.98
2	0	وَٱتَّبِعْ	وَاتَّبِعْ	1.00	1.00	rec	22.32	23.10
2	1	مَا	مَا	1.00	1.00	rec	23.18	23.30
2	2	يُوحَىٰٓ	يُوحَىٰ	1.00	1.00	rec	23.62	24.18
2	3	إِلَيْكَ	إِلَيْكَ	1.00	1.00	rec	24.80	25.48
2	4	مِن	مِنْ	1.00	1.00	rec	25.60	25.86
2	5	رَّبِّكَۚ	رَبِّكَ	1.00	1.00	rec	25.94	26.58
2	6	إِنَّ	إِنَّ	1.00	1.00	rec	26.74	27.62
2	7	ٱللَّهَ	اللَّهَ	1.00	1.00	rec	27.68	28.44
2	8	كَانَ	كَانَ	1.00	1.00	rec	28.66	29.12
2	9	بِمَا	بِمَا	1.00	1.00	rec	29.26	29.60
2	10	تَعْمَلُونَ	يَعْمَلُونَ	0.83	1.00	rec	29.94	31.08
2	11	خَبِيرًۭا	خَبِيرًا	1.00	1.00	rec	31.26	32.10
3	0	وَتَوَكَّلْ	وَتَوَكَّلْ	1.00	1.00	rec	33.34	34.34
3	1	عَلَى	عَلَى	1.00	1.00	rec	34.42	34.64
3	2	ٱللَّهِۚ	اللَّهِ	1.00	1.00	rec	34.68	35.46
3	3	وَكَفَىٰ	وَكَفَىٰ	1.00	1.00	rec	35.58	36.20
3	4	بِٱللَّهِ	بِاللَّهِ	1.00	1.00	rec	36.52	37.44
3	5	وَكِيلًۭا	وَكِيلًا	1.00	1.00	rec	37.56	38.44
4	0	مَّا	مَا	1.00	1.00	rec	39.98	40.12
4	1	جَعَلَ	جَعَلَ	1.00	1.00	rec	40.46	40.90
4	2	ٱللَّهُ	اللَّهُ	1.00	1.00	rec	40.96	41.78
4	3	لِرَجُلٍۢ	لِرَجُلٍ	1.00	1.00	rec	41.92	42.58
4	4	مِّن	مِنْ	1.00	0.89	rec	43.24	43.98
4	5	قَلْبَيْنِ	قَلْبَيْنِ	1.00	1.00	rec	44.10	44.98
4	6	فِى	فِي	0.50	1.00	rec	45.18	45.34
4	7	جَوْفِهِۦۚ	جَوْفِهِ	0.80	0.98	rec	45.64	46.38
4	8	وَمَا	وَمَا	1.00	1.00	rec	47.74	48.06
4	9	جَعَلَ	جَعَلَ	1.00	1.00	rec	48.46	48.98
4	10	أَزْوَٰجَكُمُ	أَزْوَاجَكُمُ	1.00	0.99	rec	49.14	50.56
4	11	ٱلَّٰٓـِٔى	لَائِ	0.50	0.68	rec	50.94	52.64
4	12	تُظَٰهِرُونَ	تَظَّهَّرُونَ	0.86	0.99	rec	52.88	54.26
4	13	مِنْهُنَّ	مِنْهُنَّ	1.00	1.00	rec	54.40	55.72
4	14	أُمَّهَٰتِكُمْۚ	أُمَّهَاتِكُمْ	1.00	1.00	rec	55.86	57.92
4	15	وَمَا	وَمَا	1.00	1.00	rec	59.20	59.52
4	16	جَعَلَ	جَعَلَ	1.00	1.00	rec	59.88	60.34
4	17	أَدْعِيَآءَكُمْ	أَدْعِيَاءَكُمْ	1.00	1.00	rec	60.52	63.10
4	18	أَبْنَآءَكُمْۚ	أَبْنَاءَكُمْ	1.00	1.00	rec	63.22	65.64
4	19	ذَٰلِكُمْ	ذَٰلِكُمْ	1.00	0.98	rec	65.78	66.76
4	20	قَوْلُكُم	قَوْلُكُمْ	1.00	1.00	rec	66.94	68.48
4	21	بِأَفْوَٰهِكُمْۖ	بِأَفْوَاهِكُمْ	1.00	1.00	rec	68.54	70.38
4	22	وَٱللَّهُ	وَاللَّهُ	1.00	0.92	rec	71.36	72.32
4	23	يَقُولُ	يَقُولُ	1.00	1.00	rec	72.48	73.26
4	24	ٱلْحَقَّ	الْحَقُُ	1.00	0.81	rec	73.34	73.86
4	25	وَهُوَ	قَوَهْوَ	0.75	0.96	rec	74.02	74.64
4	26	يَهْدِى	يَهْدِس	0.75	0.97	rec	74.78	75.40
4	27	ٱلسَّبِيلَ	لسَّبِيلَ	0.83	0.89	rec	75.48	77.00
5	0	ٱدْعُوهُمْ	ادْعُوهُمْ	1.00	1.00	rec	78.90	79.96
5	1	لِءَابَآئِهِمْ	لِآبَائِهِمْ	0.88	1.00	rec	80.04	82.80
5	2	هُوَ	هُوَ	1.00	1.00	rec	82.88	83.12
5	3	أَقْسَطُ	أَقْسَطُ	1.00	1.00	rec	83.24	84.02
5	4	عِندَ	عِنْدَ	1.00	1.00	rec	84.14	85.18
5	5	ٱللَّهِۚ	اللَّهِ	1.00	0.97	rec	85.24	86.56
5	6	فَإِن	فَإِنْ	1.00	1.00	rec	87.46	87.86
5	7	لَّمْ	لَمْ	1.00	1.00	rec	87.94	88.16
5	8	تَعْلَمُوٓا۟	تَعْلَمُوا	1.00	1.00	rec	88.28	88.94
