group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.24
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.24	0.47
isti	2	مِنَ		0.00	0.00	spread	0.47	0.71
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.71	0.94
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.94	1.18
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.18	1.46
header	1	ٱللَّهِ	اللَّهِ	1.00	0.99	rec	1.50	1.96
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.95	rec	2.00	3.18
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	0.98	rec	3.22	4.80
1	0	قُلْ	قُلْ	1.00	1.00	rec	5.56	5.82
1	1	أَعُوذُ	أَعُوذُ	1.00	1.00	rec	5.88	6.62
1	2	بِرَبِّ	بِرَبِّ	1.00	1.00	rec	6.74	7.34
1	3	ٱلنَّاسِ	النَّيسِ	0.80	0.93	rec	7.38	9.42
2	0	مَلِكِ	مَلِكِ	1.00	1.00	rec	9.84	10.38
2	1	ٱلنَّاسِ	النَّاسِ	1.00	1.00	rec	10.44	11.90
3	0	إِلَٰهِ	إِلَـٰهِ	1.00	0.98	rec	12.06	12.98
3	1	ٱلنَّاسِ	النَّاسِ	1.00	0.98	rec	13.04	14.60
4	0	مِن	مِنْ	1.00	1.00	rec	15.04	15.76
4	1	شَرِّ	شَرِّ	1.00	0.90	rec	15.90	16.36
4	2	ٱلْوَسْوَاسِ	الْوَسْوعَاسِ	0.88	0.96	rec	16.44	17.58
4	3	ٱلْخَنَّاسِ	الْخَنَّاسِ	1.00	0.96	rec	17.62	19.64
5	0	ٱلَّذِى	الَّذِي	0.75	0.98	rec	20.18	20.74
5	1	يُوَسْوِسُ	يُوَسْوِسُ	1.00	0.99	rec	21.02	21.80
5	2	فِى	فِي	0.50	1.00	rec	22.02	22.16
5	3	صُدُورِ	صُدُورِ	1.00	1.00	rec	22.38	23.08
5	4	ٱلنَّاسِ	النَّاسِ	1.00	1.00	rec	23.14	25.12
6	0	مِنَ	مِنَ	1.00	0.86	rec	25.64	25.88
6	1	ٱلْجِنَّةِ	الْجِنَّةِ	1.00	1.00	rec	25.94	27.74
6	2	وَٱلنَّاسِ	وَالنَّاسِ	1.00	0.96	rec	27.86	30.12
