group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.27
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.27	0.54
isti	2	مِنَ		0.00	0.00	spread	0.54	0.80
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.80	1.07
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	1.07	1.34
header	0	بِسۡمِ	بِسْمِ	1.00	1.00	rec	1.34	1.56
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.58	2.02
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	1.00	rec	2.04	3.04
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	3.08	4.12
1	0	يَٰٓأَيُّهَا	يَا+أَيُّهَا	1.00	1.00	rec	6.48	7.80
1	1	ٱلَّذِينَ	الَّذِينَ	1.00	1.00	rec	7.86	8.74
1	2	ءَامَنُوا۟	آمَنُوا	0.83	1.00	rec	8.90	9.58
1	3	لَا	لَا	1.00	1.00	rec	9.92	10.04
1	4	تَتَّخِذُوا۟	تَتَّخِذُوا	1.00	1.00	rec	10.40	11.34
1	5	عَدُوِّى	عَدُوِّي	0.75	1.00	rec	11.66	12.40
1	6	وَعَدُوَّكُمْ	وَعَدُوَّكُمْ	1.00	1.00	rec	12.68	14.10
1	7	أَوْلِيَآءَ	أَوْلِيَاءَ	1.00	1.00	rec	14.20	16.28
1	8	تُلْقُونَ	تُلْقُونَ	1.00	1.00	rec	16.44	17.24
1	9	إِلَيْهِم	إِلَيْهِمْ	1.00	1.00	rec	17.36	19.12
1	10	بِٱلْمَوَدَّةِ	بِالْمَوَدَّةِ	1.00	0.97	rec	19.18	20.22
1	11	وَقَدْ	وَقَدْ	1.00	1.00	rec	21.92	22.38
1	12	كَفَرُوا۟	كَفَرُوا	1.00	1.00	rec	22.54	23.04
1	13	بِمَا	بِمَا	1.00	1.00	rec	23.40	23.76
1	14	جَآءَكُم	جَاءَكُمْ	1.00	1.00	rec	24.10	27.06
1	15	مِّنَ	مِنَ	1.00	1.00	rec	27.12	27.34
1	16	ٱلْحَقِّ	الْحَقِّ	1.00	0.97	rec	27.40	27.86
1	17	يُخْرِجُونَ	يُخْرِجُونَ	1.00	1.00	rec	29.54	30.54
1	18	ٱلرَّسُولَ	الرَّسُولَ	1.00	0.99	rec	30.60	31.68
1	19	وَإِيَّاكُمْۙ	وَإِيَّاكُمْ	1.00	1.00	rec	31.80	33.20
1	20	أَن	أَنْ	1.00	1.00	rec	33.28	34.14
1	21	تُؤْمِنُوا۟	تُؤْمِنُوا	1.00	0.98	rec	34.26	34.90
1	22	بِٱللَّهِ	بِاللَّهِ	1.00	0.95	rec	35.20	36.06
1	23	رَبِّكُمْ	رَبِّكُمْ	1.00	0.92	rec	36.20	37.06
