group	word	mushaf	heard	sim	prob	how	t0	t1
isti	0	أَعُوذُ		0.00	0.00	spread	0.00	0.22
isti	1	بِٱللَّهِ		0.00	0.00	spread	0.22	0.45
isti	2	مِنَ		0.00	0.00	spread	0.45	0.67
isti	3	ٱلشَّيْطَٰنِ		0.00	0.00	spread	0.67	0.90
isti	4	ٱلرَّجِيمِ		0.00	0.00	spread	0.90	1.12
header	0	بِسۡمِ	بِسْمِ	1.00	0.91	rec	1.12	1.38
header	1	ٱللَّهِ	اللَّهِ	1.00	1.00	rec	1.40	1.84
header	2	ٱلرَّحۡمَٰنِ	الرَّحْمَـٰنِ	1.00	0.95	rec	1.88	2.92
header	3	ٱلرَّحِيمِ	الرَّحِيمِ	1.00	1.00	rec	2.96	4.72
1	0	قُلْ	قُلْ	1.00	1.00	rec	5.48	5.70
1	1	يَٰٓأَيُّهَا	يَا+أَيُّهَا	1.00	1.00	rec	5.80	6.82
1	2	ٱلْكَٰفِرُونَ	الْكَافِرُونَ	1.00	1.00	rec	6.86	8.20
2	0	لَآ	لَا	1.00	1.00	rec	8.34	8.46
2	1	أَعْبُدُ	أَعْبُدُ	1.00	1.00	rec	8.92	9.54
2	2	مَا	مَع	0.50	0.95	rec	9.68	9.82
2	3	تَعْبُدُونَ	تَعْبُدُونَ	1.00	1.00	rec	10.16	11.24
3	0	وَلَآ	وَلَا	1.00	1.00	rec	11.36	11.72
3	1	أَنتُمْ	أَنْتُمْ	1.00	1.00	rec	12.04	13.00
3	2	عَٰبِدُونَ	عَابِدُونَ	1.00	0.91	rec	13.08	14.04
3	3	مَآ	مَعَ	0.50	0.84	rec	14.16	14.42
3	4	أَعْبُدُ	أَعْبُدُ	1.00	1.00	rec	14.78	15.46
4	0	وَلَآ	وَلَا	1.00	1.00	rec	16.20	16.52
4	1	أَنَا۠	أَنَا	1.00	1.00	rec	16.80	17.08
4	2	عَابِدٌۭ	عَابِدٌ	1.00	1.00	rec	17.18	17.86
4	3	مَّا	مَا	1.00	1.00	rec	18.40	18.54
4	4	عَبَدتُّمْ	عَبَدْتُمْ	1.00	1.00	rec	18.80	19.66
5	0	وَلَآ	وَلَا	1.00	1.00	rec	19.78	20.12
5	1	أَنتُمْ	أَنْتُمْ	1.00	1.00	rec	20.44	21.46
5	2	عَٰبِدُونَ	عَابِدُونَ	1.00	1.00	rec	21.54	22.56
5	3	مَآ	مَا	1.00	1.00	rec	22.68	22.82
5	4	أَعْبُدُ	أَعْبُدُ	1.00	1.00	rec	23.46	24.20
6	0	لَكُمْ	لَكُمْ	1.00	1.00	rec	24.80	25.26
6	1	دِينُكُمْ	دِينُكُمْ	1.00	1.00	rec	25.34	26.36
6	2	وَلِىَ	وَلِي	0.67	1.00	rec	26.46	26.80
6	3	دِينِ	دِينِ	1.00	0.97	rec	27.22	28.38
